"","Date","Regions","yearmonth","Month","Year","Biomass","Grazing_rate","Filtration_rate","...1","Depth","Sample_depth_surface","Sample_depth_nutr_surface","Sample_depth_bottom","Temperature","Temperature_bottom","Conductivity","Conductivity_bottom","Salinity","Salinity_bottom","Secchi","TurbidityNTU","TurbidityNTU_bottom","TurbidityFNU","TurbidityFNU_bottom","DissolvedOxygen","DissolvedOxygen_bottom","DissolvedOxygenPercent","DissolvedOxygenPercent_bottom","pH","pH_bottom","Chlorophyll","Pheophytin","TotAmmonia","DissAmmonia","DissNitrateNitrite","TotPhos","DissOrthophos","TON","DON","TKN","TotAlkalinity","DissBromide","DissCalcium","TotChloride","DissChloride","DissSilica","TOC","DOC","TDS","TSS","VSS","SAC","SJR","OUT","EXPORT","Index","season","SACmax_mo","OUTmax_mo","SAC_mean_var_m","OUT_mean_var_m","SAC_max_var_m","OUT_max_var_m","SACmax_s","OUTmax_s","SAC_mean_var_s","OUT_mean_var_s","SAC_max_var_s","OUT_max_var_s","SACmax_sm","OUTmax_sm","SAC_max_var_sm","OUT_max_var_sm","lagDissAmmonia","lagSecchi","lagTotPhos","lagDissNitrateNitrite","lagTemperature","lagTurbidityNTU","lagConductivity","lagSAC","lagOUT","lagSJR","lagDissOrthophos","lagIndex","lagSACmax_s","lagOUTmax_s","lagSAC_mean_var_s","lagOUT_mean_var_s","lagSAC_max_var_s","lagOUT_max_var_s","lagSACmax_sm","lagOUTmax_sm","lagSAC_max_var_sm","lagOUT_max_var_sm"
"356",2000-01-01,"Central","2000_1",1,2000,27.9772786156449,0.650949578546701,0.867295637084992,51799,7.62,NA,NA,NA,9.3625,NA,445.625,NA,0.214481439421986,NA,116.666666666667,25.2666666666667,NA,NA,NA,9.83333333333333,NA,NA,NA,7.535,NA,2.44333333333333,1.35666666666667,NA,0.373333333333333,1.14666666666667,0.133333333333333,0.0933333333333333,NA,0.366666666666667,0.866666666666667,NA,NA,NA,NA,64.125,16.8,NA,NA,270,5.33333333333333,1.13397102554639,24338.7096774194,2136.12903225806,21545.5806451613,9885.64516129032,8.94,"Winter",50600,67481,8241.93548387097,16351.4838709677,27000,43791,87700,163895,11575.8241758242,30008.5824175824,53200,134063,62372.4137931034,94092.275862069,16300,45805.275862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",2000-10-01,"Central","2000_10",10,2000,26.6134649120856,2.62475452273055,3.19388487997377,53802.56,7.4676,NA,NA,NA,18.3364,16.895,457.866666666667,NA,0.219947998596055,NA,92.75,14.5333333333333,NA,NA,NA,7.5,8.2245,NA,NA,8.025,NA,4.484,3.018,NA,0.097,0.619,0.1,0.046,NA,0.67,0.766666666666667,NA,NA,NA,NA,72.625,13.9,NA,NA,225.333333333333,9.66666666666667,2.66666666666667,11683.8709677419,2826.12903225806,5736.58064516129,9397.70967741935,5.76,"Autumn",14200,17127,1680.64516129032,5149.12903225806,4000,13877,15900,17127,1413.04347826087,4047.76086956522,4000,13877,13670.9677419355,5996.61290322581,1680.64516129032,5149.12903225806,0.105,69.6666666666667,0.136666666666667,0.59,23.8678125,22.1666666666667,342.01875,20848.3870967742,9220.64516129032,1898.38709677419,0.088,8.94,22200,15056,1445.65217391304,3130.64130434783,3200,7860,20848.3870967742,9220.64516129032,1750,3311.09677419355
"358",2000-11-01,"Central","2000_11",11,2000,10.5906895710659,0.481271291878545,0.582487926408625,54083.9090909091,7.56666,NA,NA,NA,12.4909090909091,12.1,434.75,NA,0.208636277553834,NA,93.0833333333333,17.8666666666667,NA,NA,NA,8.33076923076923,8.21111111111111,NA,NA,NA,NA,4.3,1.25333333333333,NA,0.26,0.796666666666667,0.11,0.0566666666666667,NA,0.233333333333333,0.633333333333333,NA,NA,NA,NA,79.6666666666667,14.6666666666667,NA,NA,240.333333333333,5.66666666666667,0.755128425934041,12283.3333333333,2525.66666666667,4742.9,9451.1,5.76,"Autumn",14400,12631,1290,3605.33333333333,2800,13490,15900,17127,1413.04347826087,4047.76086956522,4000,13877,13670.9677419355,5996.61290322581,1680.64516129032,5149.12903225806,0.0574382099984213,78.7777777777778,0.133333333333333,0.504,24.92075,21.4333333333333,315.86,17696.7741935484,6098.1935483871,2170.64516129032,0.0686666666666667,8.94,22200,15056,1445.65217391304,3130.64130434783,3200,7860,20848.3870967742,9220.64516129032,1750,3311.09677419355
"359",2000-12-01,"Central","2000_12",12,2000,8.11486395654613,0.216220131281421,0.25156078265293,54339.6666666667,7.23138,NA,NA,NA,10.4166666666667,NA,443.083333333333,NA,0.212984661543654,NA,101,15.5666666666667,NA,NA,NA,9.5,NA,NA,NA,NA,NA,2.82333333333333,1.33333333333333,NA,0.13,0.873333333333333,0.0933333333333333,0.05,NA,0.3,0.5,NA,NA,NA,NA,90,16.1333333333333,NA,NA,309.333333333333,2.0360819795945,0.231547522513817,13670.9677419355,2238.06451612903,5996.61290322581,8768.29032258065,5.76,"Autumn",15900,8996,1264.51612903226,3374.54838709677,2900,6806,15900,17127,1413.04347826087,4047.76086956522,4000,13877,13670.9677419355,5996.61290322581,1680.64516129032,5149.12903225806,0.0861017255890183,73.0833333333333,0.11,0.644,22.1116,17.7666666666667,382.866666666667,15163.3333333333,4662.63333333333,2330,0.052,8.94,22200,15056,1445.65217391304,3130.64130434783,3200,7860,20848.3870967742,9220.64516129032,1750,3311.09677419355
"360",2000-02-01,"Central","2000_2",2,2000,6.85974545519963,0.242128692524799,0.267669325601355,52010.9230769231,7.8486,NA,NA,NA,12.1307692307692,NA,297.538461538462,NA,0.141523398976991,NA,55.8333333333333,20,NA,NA,NA,8.1,NA,NA,NA,7.62,NA,2.56333333333333,3.73666666666667,NA,0.293333333333333,0.84,0.383333333333333,0.27,NA,0.766666666666667,1.4,NA,NA,NA,NA,21,17.2,NA,NA,155.666666666667,27,4,62372.4137931034,7558.62068965517,94092.275862069,11677,8.94,"Winter",87700,163895,16300,45805.275862069,53200,134063,87700,163895,11575.8241758242,30008.5824175824,53200,134063,62372.4137931034,94092.275862069,16300,45805.275862069,0.336666666666667,101.909090909091,0.116666666666667,0.973333333333333,15.85,28.5766666666667,416.423076923077,13843.3333333333,6804.16666666667,2158,0.0633333333333333,8.94,19000,17236,1602.17391304348,4080.26086956522,4500,11051,16548.3870967742,10467.2903225806,1983.33333333333,5191.74193548387
"361",2000-03-01,"Central","2000_3",3,2000,20.0275918520215,0.77794664651025,0.981238381323106,52215.1052631579,8.2804,NA,NA,NA,13.3508771929825,NA,275.921052631579,299.666666666667,0.130760919202005,0.142263389595885,65.7777777777778,43.8,NA,NA,NA,8.66666666666667,NA,NA,NA,7.75333333333333,NA,2.49666666666667,0.823333333333333,NA,0.103333333333333,0.276666666666667,0.14,0.1,NA,0.433333333333333,0.666666666666667,NA,NA,NA,NA,24.5833333333333,14.9333333333333,NA,NA,159.666666666667,10.6666666666667,1.66666666666667,58561.2903225806,12097.7419354839,87838.3548387097,9118.58064516129,8.94,"Winter",81100,159701,10490.3225806452,28888.1290322581,22200,55842,87700,163895,11575.8241758242,30008.5824175824,53200,134063,62372.4137931034,94092.275862069,16300,45805.275862069,0.836666666666667,114.833333333333,0.18,1.27333333333333,11.034347826087,21.4333333333333,542.871794871795,16548.3870967742,10467.2903225806,1688.38709677419,0.12,8.94,19000,17236,1602.17391304348,4080.26086956522,4500,11051,16548.3870967742,10467.2903225806,1983.33333333333,5191.74193548387
"362",2000-04-01,"Central","2000_4",4,2000,12.2382102668808,0.848025003340198,0.942700613449252,52459.5833333333,8.25330666666667,NA,NA,NA,17.5388888888889,NA,298.333333333333,283.75,0.141873519906641,0.134654423829852,66.1666666666667,50.6333333333333,NA,NA,NA,9.3,NA,NA,NA,NA,NA,7.191,2.242,NA,0.088,0.557,0.113333333333333,0.055,NA,0.29,0.5,NA,NA,NA,NA,29.0833333333333,12.7,NA,NA,181.333333333333,11.6666666666667,5.33333333333333,26640,5012.66666666667,27294.3,5513.5,8.94,"Spring",34200,45349,4716.66666666667,10133.3333333333,8300,23214,34200,45349,3551.64835164835,6511.73626373626,11800,23214,26640,27294.3,4716.66666666667,10133.3333333333,0.373333333333333,116.666666666667,0.133333333333333,1.14666666666667,9.3625,25.2666666666667,445.625,24338.7096774194,21545.5806451613,2136.12903225806,0.0933333333333333,8.94,87700,163895,11575.8241758242,30008.5824175824,53200,134063,62372.4137931034,94092.275862069,16300,45805.275862069
"363",2000-05-01,"Central","2000_5",5,2000,3.00959696204414,0.227442478609552,0.244065647894423,52662.1666666667,8.06365333333333,NA,NA,NA,19.312,NA,305.75,312.5,0.145239038452044,0.148537258296549,69.3333333333333,37.8666666666667,NA,NA,NA,7.9,NA,NA,NA,8.22,NA,3.464,1.47,NA,0.057,0.597,0.0966666666666667,0.052,NA,0.32,0.366666666666667,NA,NA,NA,NA,31,11.1333333333333,NA,NA,172,12,3.66666666666667,20448.3870967742,4813.54838709677,22146.1290322581,3107.67741935484,8.94,"Spring",27500,34881,3732.25806451613,6920,11800,16559,34200,45349,3551.64835164835,6511.73626373626,11800,23214,26640,27294.3,4716.66666666667,10133.3333333333,0.293333333333333,55.8333333333333,0.383333333333333,0.84,12.1307692307692,20,297.538461538462,62372.4137931034,94092.275862069,7558.62068965517,0.27,8.94,87700,163895,11575.8241758242,30008.5824175824,53200,134063,62372.4137931034,94092.275862069,16300,45805.275862069
"364",2000-06-01,"Central","2000_6",6,2000,23.6101365501414,1.88790690195197,2.52674626133535,52852.8888888889,8.379968,NA,NA,NA,23.0854166666667,NA,323.145833333333,332.388888888889,0.15401886532677,0.158508199911235,67.0888888888889,18.1666666666667,NA,NA,NA,7.6,NA,NA,NA,8.58,NA,1.931,2.195,NA,0.119,0.713,0.12,0.091,NA,0.61,0.5,NA,NA,NA,NA,31.25,13.0666666666667,NA,NA,183,12.3333333333333,2,16086.6666666667,2772.33333333333,8942.4,7861.73333333333,8.94,"Spring",19200,11365,2200,2468.26666666667,5100,4213,34200,45349,3551.64835164835,6511.73626373626,11800,23214,26640,27294.3,4716.66666666667,10133.3333333333,0.103333333333333,65.7777777777778,0.14,0.276666666666667,13.3508771929825,43.8,275.921052631579,58561.2903225806,87838.3548387097,12097.7419354839,0.1,8.94,87700,163895,11575.8241758242,30008.5824175824,53200,134063,62372.4137931034,94092.275862069,16300,45805.275862069
"365",2000-07-01,"Central","2000_7",7,2000,14.5631640184789,1.65528433411875,1.99409978977094,53082.4444444444,8.70712,NA,NA,NA,23.8678125,NA,342.01875,368.541666666667,0.163471937060348,0.176485674616322,69.6666666666667,22.1666666666667,NA,NA,NA,6.63333333333333,NA,NA,NA,8.59,NA,4.573,3.018,NA,0.105,0.59,0.136666666666667,0.088,NA,0.36,0.633333333333333,NA,NA,NA,NA,38.25,13.1666666666667,NA,NA,205,10.6666666666667,1.87050911947154,20848.3870967742,1898.38709677419,9220.64516129032,10535.0967741935,8.94,"Summer",22200,15056,1116.12903225806,2914.22580645161,1700,6817,22200,15056,1445.65217391304,3130.64130434783,3200,7860,20848.3870967742,9220.64516129032,1750,3311.09677419355,0.088,66.1666666666667,0.113333333333333,0.557,17.5388888888889,50.6333333333333,298.333333333333,26640,27294.3,5012.66666666667,0.055,8.94,34200,45349,3551.64835164835,6511.73626373626,11800,23214,26640,27294.3,4716.66666666667,10133.3333333333
"366",2000-08-01,"Central","2000_8",8,2000,1.69869548108901,0.268129396548148,0.286425384774025,53299.6363636364,8.48021333333333,NA,NA,NA,24.92075,24.1985,315.86,339.166666666667,0.150640015596337,0.161860709978162,78.7777777777778,21.4333333333333,NA,NA,NA,6.63461538461539,6.2325,NA,NA,8.36,NA,9.70466666666667,5.23066666666667,NA,0.0574382099984213,0.504,0.133333333333333,0.0686666666666667,NA,0.579999999999999,0.466666666666667,NA,NA,NA,NA,40.125,13.6,NA,NA,187,11.3333333333333,3.33333333333333,17696.7741935484,2170.64516129032,6098.1935483871,11013.8709677419,8.94,"Summer",21100,12366,1480.64516129032,3311.09677419355,3200,7860,22200,15056,1445.65217391304,3130.64130434783,3200,7860,20848.3870967742,9220.64516129032,1750,3311.09677419355,0.057,69.3333333333333,0.0966666666666667,0.597,19.312,37.8666666666667,305.75,20448.3870967742,22146.1290322581,4813.54838709677,0.052,8.94,34200,45349,3551.64835164835,6511.73626373626,11800,23214,26640,27294.3,4716.66666666667,10133.3333333333
"367",2000-09-01,"Central","2000_9",9,2000,11.7255022922326,0.934654289996873,1.1257743219487,53555.72,7.50316,NA,NA,NA,22.1116,22.0065,382.866666666667,NA,0.183077625296094,NA,73.0833333333333,17.7666666666667,NA,NA,NA,7.875,7.1195,NA,NA,8.83,NA,15.135,5.103,NA,0.0861017255890183,0.644,0.11,0.052,NA,0.38,0.6,NA,NA,NA,NA,41.75,13.9,NA,NA,199,12.3333333333333,4,15163.3333333333,2330,4662.63333333333,11084.7,8.94,"Summer",18500,8292,1750,3167.8,3200,5573,22200,15056,1445.65217391304,3130.64130434783,3200,7860,20848.3870967742,9220.64516129032,1750,3311.09677419355,0.119,67.0888888888889,0.12,0.713,23.0854166666667,18.1666666666667,323.145833333333,16086.6666666667,8942.4,2772.33333333333,0.091,8.94,34200,45349,3551.64835164835,6511.73626373626,11800,23214,26640,27294.3,4716.66666666667,10133.3333333333
"368",2001-01-01,"Central","2001_1",1,2001,19.1188923642831,0.532949084012724,0.592685663292775,54575.0769230769,8.3312,NA,NA,NA,8.71923076923077,NA,514.988461538462,NA,0.248592380611311,NA,100.166666666667,23.0666666666667,NA,NA,NA,9.16666666666667,NA,NA,NA,7.86,NA,4.15666666666667,2.52,NA,0.846666666666667,1.07333333333333,0.203333333333333,0.126666666666667,NA,0.466666666666667,1.5,NA,NA,NA,NA,113.125,18.2666666666667,NA,NA,360,5,4.33333333333333,17190.3225806452,2441.61290322581,15211.4516129032,6718.96774193548,5.76,"Winter",28900,32048,8467.74193548387,16325.9032258065,15800,27367,46200,56518,9430,15240.5888888889,22200,33347,24696.7741935484,23427.3870967742,10046.4285714286,16325.9032258065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",2001-10-01,"Central","2001_10",10,2001,0.180607323048246,0.0153370242849803,0.0160447921535257,56474.7407407407,8.9662,NA,NA,NA,20.2749074074074,20.638,641.4,NA,0.311666768209438,NA,64.9318181818182,25.4333333333333,NA,NA,NA,7.321,5.939,NA,NA,8.1875,NA,5.358,3.095,NA,0.18,0.878,0.106666666666667,0.054,NA,0.58,0.633333333333333,NA,0.63,NA,NA,145.375,16.2333333333333,NA,NA,341.333333333333,10,1.49366638824965,8370.32258064516,2002.58064516129,4275.58064516129,4764.51612903226,6.35,"Autumn",11400,7091,1435.8064516129,1972.64516129032,2720,4037,36200,49520,5855.54347826087,9537.88043478261,29100,35057,27377.4193548387,24737.2580645161,11116.1290322581,17539.7419354839,0.0453333333333333,54.8333333333333,0.166666666666667,0.676,24.1931111111111,13.6666666666667,425.753333333333,14935.4838709677,4722.77419354839,1400,0.0866666666666667,5.76,16200,7034,989.347826086956,1647.67391304348,3020,3607,14935.4838709677,4722.77419354839,1025.8064516129,1896.9
"370",2001-11-01,"Central","2001_11",11,2001,5.4432290043539,0.348043165633149,0.375582801300419,56740.1111111111,8.46582,NA,NA,NA,16.41625,16.509,520.892857142857,NA,0.250970068295043,NA,89.3636363636364,24.9,NA,NA,NA,8.46666666666667,7.629,NA,NA,NA,NA,5.481,1.961,NA,0.213,0.95,0.1,0.045,NA,1.23,0.733333333333333,NA,0.495833333333333,NA,NA,115.25,14.8333333333333,NA,NA,278.666666666667,4.33333333333333,1.33333333333333,12303,2096,8213,7141.5,6.35,"Autumn",22200,18397,4986.66666666667,9086.7,17900,23898,36200,49520,5855.54347826087,9537.88043478261,29100,35057,27377.4193548387,24737.2580645161,11116.1290322581,17539.7419354839,0.089,58.4166666666667,0.156666666666667,0.62,24.787,14.0733333333333,504.1,13219.3548387097,3226.83870967742,1329.67741935484,0.082,5.76,16200,7034,989.347826086956,1647.67391304348,3020,3607,14935.4838709677,4722.77419354839,1025.8064516129,1896.9
"371",2001-12-01,"Central","2001_12",12,2001,2.9174416441511,0.0949943264367156,0.102110457545288,57019.4074074074,9.1186,NA,NA,NA,10.6077777777778,10.955,630.941176470588,NA,0.306027216639659,NA,76.1428571428571,20.6333333333333,NA,NA,NA,9.05333333333333,8.638,NA,NA,8.09,NA,1.2075,0.855,NA,0.378,1.236,0.14,0.072,NA,0.78,0.966666666666667,NA,0.546666666666667,NA,NA,137,17.0666666666667,NA,NA,382,4.66666666666667,1.27462251701703,27377.4193548387,2063.54838709677,24737.2580645161,9876.35483870968,6.35,"Autumn",36200,49520,11116.1290322581,17539.7419354839,29100,35057,36200,49520,5855.54347826087,9537.88043478261,29100,35057,27377.4193548387,24737.2580645161,11116.1290322581,17539.7419354839,0.098,68.4090909090909,0.116666666666667,0.623,22.4493333333333,15.9333333333333,647.477777777778,12360,4165.26666666667,1376,0.059,5.76,16200,7034,989.347826086956,1647.67391304348,3020,3607,14935.4838709677,4722.77419354839,1025.8064516129,1896.9
"372",2001-02-01,"Central","2001_2",2,2001,2.89166214744388,0.0830661026113312,0.0896415265707603,54782.6153846154,7.99846,NA,NA,NA,9.55538461538461,NA,525,NA,0.253422223377436,NA,85,30.1,NA,NA,NA,10.2666666666667,NA,NA,NA,7.795,NA,11.8866666666667,5.41,NA,0.71,1.22,0.236666666666667,0.16,NA,0.633333333333333,1.43333333333333,NA,NA,NA,NA,71.75,16.2666666666667,NA,NA,309.333333333333,5.33333333333333,3.33333333333333,20867.8571428571,3092.14285714286,19567.9285714286,8371,5.76,"Winter",36800,44585,10046.4285714286,15108.1071428571,21000,30099,46200,56518,9430,15240.5888888889,22200,33347,24696.7741935484,23427.3870967742,10046.4285714286,16325.9032258065,0.26,93.0833333333333,0.11,0.796666666666667,12.4909090909091,17.8666666666667,434.75,12283.3333333333,4742.9,2525.66666666667,0.0566666666666667,5.76,15900,17127,1413.04347826087,4047.76086956522,4000,13877,13670.9677419355,5996.61290322581,1680.64516129032,5149.12903225806
"373",2001-03-01,"Central","2001_3",3,2001,2.97017017879827,0.135649678087871,0.145538338761115,54967.6842105263,7.63016,NA,NA,NA,14.7578947368421,NA,394.631578947368,447.166666666667,0.189017940440929,0.2150385825089,55.4444444444444,20.3666666666667,NA,NA,NA,7.6,NA,NA,NA,7.86,NA,3.25333333333333,2.21333333333333,NA,0.253333333333333,1.2,0.223333333333333,0.136666666666667,NA,0.633333333333333,1.16666666666667,NA,NA,NA,NA,47,14.4666666666667,NA,NA,274.666666666667,11.6666666666667,1.06286579952575,24696.7741935484,3430.32258064516,23427.3870967742,7945.22580645161,5.76,"Winter",46200,56518,9835.48387096774,14274.935483871,22200,33347,46200,56518,9430,15240.5888888889,22200,33347,24696.7741935484,23427.3870967742,10046.4285714286,16325.9032258065,0.13,101,0.0933333333333333,0.873333333333333,10.4166666666667,15.5666666666667,443.083333333333,13670.9677419355,5996.61290322581,2238.06451612903,0.05,5.76,15900,17127,1413.04347826087,4047.76086956522,4000,13877,13670.9677419355,5996.61290322581,1680.64516129032,5149.12903225806
"374",2001-04-01,"Central","2001_4",4,2001,9.2031661120975,0.445142919899925,0.506174136165362,55183.3333333333,8.28152888888889,NA,NA,NA,16.3636363636364,NA,414.272727272727,392.333333333333,0.198950498911518,0.187969299571738,58.7111111111111,19.5,NA,NA,NA,9.12666666666667,NA,NA,NA,NA,NA,16.532,3.808,NA,0.088,1.016,0.17,0.0826666666666667,NA,0.626666666666667,0.966666666666667,NA,NA,NA,NA,50.625,11.5,NA,NA,292,16.3333333333333,2.10722951148637,12306,3008,12219.0666666667,4283.4,5.76,"Spring",14100,20692,2115,7771.53333333333,3100,14332,15300,20692,1783.73626373626,4038.0989010989,3280,14332,12383.3333333333,12219.0666666667,2115,7771.53333333333,0.846666666666667,100.166666666667,0.203333333333333,1.07333333333333,8.71923076923077,23.0666666666667,514.988461538462,17190.3225806452,15211.4516129032,2441.61290322581,0.126666666666667,5.76,46200,56518,9430,15240.5888888889,22200,33347,24696.7741935484,23427.3870967742,10046.4285714286,16325.9032258065
"375",2001-05-01,"Central","2001_5",5,2001,8.60344877846504,0.940547274811075,1.03214848628757,55391.0833333333,8.55133333333333,NA,NA,NA,21.8208333333333,NA,370.956944444444,371.333333333333,0.177019997097969,0.177276358190478,50,14.5333333333333,NA,NA,NA,7.47,NA,NA,NA,7.78333333333333,NA,7.51,2.528,NA,0.068,0.574,0.12,0.057,NA,0.51,0.7,NA,NA,NA,NA,40.5833333333333,8.23333333333333,NA,NA,202,14.6666666666667,2.33333333333333,9060,3527.41935483871,9706.83870967742,1752.41935483871,5.76,"Spring",12400,11458,1937.74193548387,2414.1935483871,3280,3698,15300,20692,1783.73626373626,4038.0989010989,3280,14332,12383.3333333333,12219.0666666667,2115,7771.53333333333,0.71,85,0.236666666666667,1.22,9.55538461538461,30.1,525,20867.8571428571,19567.9285714286,3092.14285714286,0.16,5.76,46200,56518,9430,15240.5888888889,22200,33347,24696.7741935484,23427.3870967742,10046.4285714286,16325.9032258065
"376",2001-06-01,"Central","2001_6",6,2001,54.8243610773028,6.64375212933417,7.37944806399107,55605.0555555556,8.76808,NA,NA,NA,23.3277777777778,NA,433.555555555556,458.25,0.208102042861526,0.220205259835332,54.1,13.3666666666667,NA,NA,NA,6.648,NA,NA,NA,7.83,NA,2.764,2.2,NA,0.12,0.852,0.143333333333333,0.074,NA,0.54,0.833333333333333,NA,NA,NA,NA,50.25,9.43333333333333,NA,NA,250,13,2.66666666666667,12383.3333333333,1549,7509.2,3768.36666666667,5.76,"Spring",15300,8982,1293.33333333333,1982.7,2900,3610,15300,20692,1783.73626373626,4038.0989010989,3280,14332,12383.3333333333,12219.0666666667,2115,7771.53333333333,0.253333333333333,55.4444444444444,0.223333333333333,1.2,14.7578947368421,20.3666666666667,394.631578947368,24696.7741935484,23427.3870967742,3430.32258064516,0.136666666666667,5.76,46200,56518,9430,15240.5888888889,22200,33347,24696.7741935484,23427.3870967742,10046.4285714286,16325.9032258065
"377",2001-07-01,"Central","2001_7",7,2001,0.566765998616958,0.0977905653532475,0.103393516181121,55823.7333333333,8.58266,NA,NA,NA,24.1931111111111,NA,425.753333333333,459.111111111111,0.204353714886495,0.220792120955492,54.8333333333333,13.6666666666667,NA,NA,NA,6.67333333333333,NA,NA,NA,7.98666666666667,NA,5.89733333333333,3.336,NA,0.0453333333333333,0.676,0.166666666666667,0.0866666666666667,NA,0.546666666666667,0.6,NA,NA,NA,NA,54.6666666666667,13.2333333333333,NA,NA,244,10.6666666666667,1.66666666666667,14935.4838709677,1400,4722.77419354839,8166.16129032258,5.76,"Summer",16200,7034,1025.8064516129,1571.8064516129,2000,3607,16200,7034,989.347826086956,1647.67391304348,3020,3607,14935.4838709677,4722.77419354839,1025.8064516129,1896.9,0.088,58.7111111111111,0.17,1.016,16.3636363636364,19.5,414.272727272727,12306,12219.0666666667,3008,0.0826666666666667,5.76,15300,20692,1783.73626373626,4038.0989010989,3280,14332,12383.3333333333,12219.0666666667,2115,7771.53333333333
"378",2001-08-01,"Central","2001_8",8,2001,2.49996498478066,0.352462544712224,0.374623382960866,55983.8333333333,7.13232,NA,NA,NA,24.787,24.659,504.1,NA,0.24335927553187,NA,58.4166666666667,14.0733333333333,NA,NA,NA,6.19366666666667,5.229,NA,NA,NA,NA,5.017,2.771,NA,0.089,0.62,0.156666666666667,0.082,NA,0.55,0.6,NA,0.605,NA,NA,133.766666666667,14.4333333333333,NA,NA,311.333333333333,13.3333333333333,4.33333333333333,13219.3548387097,1329.67741935484,3226.83870967742,8389.09677419355,5.76,"Summer",14900,4658,935.483870967742,1482.35483870968,2400,1950,16200,7034,989.347826086956,1647.67391304348,3020,3607,14935.4838709677,4722.77419354839,1025.8064516129,1896.9,0.068,50,0.12,0.574,21.8208333333333,14.5333333333333,370.956944444444,9060,9706.83870967742,3527.41935483871,0.057,5.76,15300,20692,1783.73626373626,4038.0989010989,3280,14332,12383.3333333333,12219.0666666667,2115,7771.53333333333
"379",2001-09-01,"Central","2001_9",9,2001,2.80292446145899,0.317568131884966,0.337207103242344,56202.9259259259,8.55218,NA,NA,NA,22.4493333333333,22.539,647.477777777778,NA,0.314788890058805,NA,68.4090909090909,15.9333333333333,NA,NA,NA,6.51666666666667,5.794,NA,NA,8.23333333333333,NA,5.49,2.555,NA,0.098,0.623,0.116666666666667,0.059,NA,0.65,0.533333333333333,NA,0.710833333333333,NA,NA,161.236111111111,14,NA,NA,347.666666666667,8,2.17112639973251,12360,1376,4165.26666666667,7828.8,5.76,"Summer",13500,5640,1007.33333333333,1896.9,3020,3580,16200,7034,989.347826086956,1647.67391304348,3020,3607,14935.4838709677,4722.77419354839,1025.8064516129,1896.9,0.12,54.1,0.143333333333333,0.852,23.3277777777778,13.3666666666667,433.555555555556,12383.3333333333,7509.2,1549,0.074,5.76,15300,20692,1783.73626373626,4038.0989010989,3280,14332,12383.3333333333,12219.0666666667,2115,7771.53333333333
"380",2002-01-01,"Central","2002_1",1,2002,2.79986965935925,0.0813347197114769,0.0876910319816308,57222.0909090909,9.747504,NA,NA,NA,11.30375,NA,354,NA,0.168719048103531,NA,47.1428571428571,22.3333333333333,NA,NA,NA,7.53333333333333,NA,NA,NA,NA,NA,1.5,1.72666666666667,NA,0.333333333333333,1.26333333333333,0.68,0.256666666666667,NA,0.9,1.43333333333333,NA,0.0822222222222223,NA,NA,32.6111111111111,17.5666666666667,NA,NA,200.333333333333,11.3333333333333,2.33333333333333,38270.9677419355,2661.61290322581,38731.4193548387,10839.2903225806,6.35,"Winter",65600,105892,13064.5161290323,24354.6129032258,33400,56372,65600,105892,8321.11111111111,13723.0777777778,33400,56372,38270.9677419355,38731.4193548387,13064.5161290323,24354.6129032258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",2002-10-01,"Central","2002_10",10,2002,1.23151398086958,0.11911161916561,0.126130973993566,59111.7777777778,7.62,NA,NA,NA,19.2491358024691,18.9,621.906862745098,648.333333333333,0.301630248807698,0.314478300662196,84.2272727272727,13.9333333333333,NA,NA,NA,7.71055555555556,7.1395,NA,NA,8.15166666666667,NA,6.21733333333333,4.10066666666667,NA,0.210666666666667,0.809333333333334,0.12,0.0606666666666667,NA,0.386666666666667,0.733333333333333,NA,0.465,NA,NA,126.625,13.9666666666667,NA,NA,346.333333333333,11.3333333333333,1.43858707199494,9891.29032258065,1704.83870967742,4203.25806451613,5980.74193548387,8.21,"Autumn",12300,5105,1134.83870967742,1046.70967741935,2500,1553,57500,66313,6665.4347826087,11443.0652173913,41100,58895,29130,28885.8064516129,16528.064516129,24495.3548387097,0.085,59.1315789473684,0.156666666666667,0.465,25.0180555555556,20.5666666666667,403.347023809524,18900,5731.83870967742,1227.41935483871,0.084,6.35,20600,6860,1300,1480.52173913043,4000,5203,18900,5731.83870967742,1629.03225806452,1676
