Station,Year,Month,Latitude,Longitude,Corbicula_density,Potamocorbula_density,Corbicula_biomass,Potamocorbula_biomass,Corbicula_GR,Potamocorbula_GR,Corbicula_FR,Potamocorbula_FR,Corbicula_recruits,Potamocorbula_recruits,Corbicula_length,Potamocorbula_length
C9-L,2023,March,37.8271721,-121.5522898,48.0769230769231,0,0.278166543054005,0,0.0083215998765611,0,0.0087520779995922,0,19.2307692307692,0,6.0625,0
C9-L,2021,May,37.8271721,-121.5522898,64.1025641025641,0,0.0184388517149584,0,0.00155195890304104,0,0.00158020959197194,0,51.2820512820513,0,2.03333333333333,0
C9-L,2022,May,37.8271721,-121.5522898,67.3076923076923,0,0.354943693138768,0,0.0360874192368237,0,0.0379858693159392,0,38.4615384615385,0,5.91666666666667,0
C9-L,2023,May,37.8271721,-121.5522898,408.653846153846,0,0.503993934292986,0,0.0294664413954041,0,0.0309209943085244,0,350.961538461538,0,1.86019736842105,0
C9-L,2020,November,37.8271721,-121.5522898,38.4615384615385,0,0.372661840925197,0,0.024277884374907,0,0.0255646022874685,0,28.8461538461539,0,4.20833333333333,0
C9-L,2021,November,37.8271721,-121.5522898,38.4615384615385,0,0.270166232891856,0,0.0160966023294545,0,0.016575216448435,0,0,0,6.5,0
C9-L,2022,November,37.8271721,-121.5522898,38.4615384615385,0,0.624693994578301,0,0.0292036648576949,0,0.0306776098896819,0,25.6410256410256,0,9.05555555555556,0
C9-L,2023,November,37.8271721,-121.5522898,62.5,0,0.166353102912062,0,0.00632112253338348,0,0.00653899708632689,0,57.6923076923077,0,3,0
C9-L,2020,October,37.8271721,-121.5522898,48.0769230769231,0,0.0784294878918623,0,0.0102484859064679,0,0.0104861468889549,0,28.8461538461539,0,3.58333333333333,0
C9-L,2022,October,37.8271721,-121.5522898,19.2307692307692,0,-0.0013165971336033,0,-0.000156428999362204,0,-0.000157489820173023,0,19.2307692307692,0,1.5,0
C9-L,2023,October,37.8271721,-121.5522898,19.2307692307692,0,3.30370819300884,0,0.327959629053556,0,0.353560945309059,0,0,0,25.5,0
C9-L,2020,September,37.8271721,-121.5522898,524.038461538462,0,1.64682941047173,0,0.201312401868793,0,0.220183703393138,0,206.730769230769,0,4.88770918594757,0
C9-L,2021,September,37.8271721,-121.5522898,44.8717948717949,0,0.0717258865426966,0,0.0115428391722818,0,0.0119808169901792,0,32.0512820512821,0,3.94444444444444,0
C9-L,2022,September,37.8271721,-121.5522898,28.8461538461539,0,0.210338252325324,0,0.0299240300433678,0,0.031433431522475,0,19.2307692307692,0,9,0
C9-L,2023,September,37.8271721,-121.5522898,57.6923076923077,0,0.830457445257261,0,0.119912566565314,0,0.124105467974742,0,38.4615384615385,0,6.16666666666667,0
D16-L,2021,April,38.093031,-121.6697445,44.8717948717949,0,0.717543745221182,0,0.0375033125355567,0,0.0393857888642851,0,12.8205128205128,0,10.75,0
D16-L,2023,April,38.093031,-121.6697445,129.807692307692,0,0.399163912005112,0,0.021117864768428,0,0.0219100029303849,0,81.7307692307692,0,3.11269841269841,0
D16-L,2020,August,38.093031,-121.6697445,52.8846153846154,0,0.309806301167714,0,0.0449127747996583,0,0.0462981651950056,0,33.6538461538462,0,7.16666666666667,0
D16-L,2021,August,38.093031,-121.6697445,25.6410256410256,0,0.341980000787049,0,0.0435119747875527,0,0.0457232683487914,0,12.8205128205128,0,7.33333333333333,0
D16-L,2022,August,38.093031,-121.6697445,57.6923076923077,0,0.0562431205252137,0,0.00812726201639094,0,0.0084051011078348,0,38.4615384615385,0,2.4375,0
D16-L,2023,August,38.093031,-121.6697445,269.230769230769,0,0.0213992962831099,0,0.00312414293717629,0,0.00319795998544247,0,163.461538461538,0,2.18928571428571,0
D16-L,2021,December,38.093031,-121.6697445,298.076923076923,0,0.625019941395749,0,0.0245634562697708,0,0.0274606673660865,0,187.5,0,3.33049242424242,0
D16-L,2022,December,38.093031,-121.6697445,110.576923076923,0,0.101178336411277,0,0.00306078450090267,0,0.0031834191215748,0,67.3076923076923,0,2.275,0
D16-L,2023,December,38.093031,-121.6697445,197.115384615385,0,0.158367997342615,0,0.00599364970912611,0,0.00622511906939427,0,110.576923076923,0,2.90985576923077,0
D16-L,2020,February,38.093031,-121.6697445,57.6923076923077,0,1.44803152742371,0,0.0430209224414544,0,0.0455600617340255,0,0,0,9.775,0
D16-L,2022,February,38.093031,-121.6697445,28.8461538461539,0,0.784484195515149,0,0.0232860167457847,0,0.0246825761042835,0,0,0,12.75,0
D16-L,2023,February,38.093031,-121.6697445,108.974358974359,0,0.0482880905970771,0,0.00148331950154163,0,0.00151930972976482,0,89.7435897435897,0,2.15740740740741,0
D16-L,2020,January,38.093031,-121.6697445,67.3076923076923,0,0.344570024451455,0,0.00919190921845018,0,0.00969944319806207,0,48.0769230769231,0,3.83333333333333,0
D16-L,2022,January,38.093031,-121.6697445,144.230769230769,0,-0.0166349181083457,0,-0.000461398217800467,0,-0.000468263144924392,0,144.230769230769,0,0.798076923076923,0
D16-L,2023,January,38.093031,-121.6697445,83.3333333333333,0,-0.00721861918502393,0,-0.000223641598003472,0,-0.000227122634746251,0,64.1025641025641,0,1.72222222222222,0
D16-L,2020,July,38.093031,-121.6697445,19.2307692307692,0,0.213162101991186,0,0.0276446069671513,0,0.0285001110260964,0,0,0,9.16666666666667,0
D16-L,2021,July,38.093031,-121.6697445,28.8461538461539,0,0.293082869123626,0,0.0375751697852891,0,0.0391856443140892,0,0,0,10.5,0
D16-L,2022,July,38.093031,-121.6697445,70.5128205128205,0,0.222556380893557,0,0.0316735609556256,0,0.0332593367177332,0,44.8717948717949,0,4.5,0
D16-L,2023,July,38.093031,-121.6697445,177.884615384615,0,0.238951129238071,0,0.0271307425083214,0,0.0285830565883516,0,91.3461538461539,0,2.74759615384615,0
D16-L,2020,June,38.093031,-121.6697445,96.1538461538462,0,1.29556612910283,0,0.144674561534186,0,0.154974115837732,0,19.2307692307692,0,9.9,0
D16-L,2021,June,38.093031,-121.6697445,19.2307692307692,0,0.0387129646075903,0,0.00453360419332565,0,0.00463079986945425,0,9.61538461538461,0,4,0
D16-L,2022,June,38.093031,-121.6697445,76.9230769230769,0,0.771925332161694,0,0.0871764640916651,0,0.0923368118054679,0,0,0,9.25,0
D16-L,2023,June,38.093031,-121.6697445,179.48717948718,0,0.839613436853249,0,0.0757546664008248,0,0.0803510059068559,0,141.025641025641,0,2.09722222222222,0
D16-L,2020,March,38.093031,-121.6697445,217.948717948718,19.2307692307692,1.26558489539294,0.00518036492545657,0.052619726471775,0.00138291958968174,0.0556043152132379,0.00139869852987327,173.076923076923,0,3.28354978354978,2.5
D16-L,2021,March,38.093031,-121.6697445,76.9230769230769,0,0.271625490072239,0,0.0103491274677248,0,0.0106770373203883,0,57.6923076923077,0,3.64444444444444,0
D16-L,2022,March,38.093031,-121.6697445,307.692307692308,0,-0.00703355831201191,0,-0.00030455868413029,0,-0.000309024068535816,0,269.230769230769,0,0.84952380952381,0
D16-L,2023,March,38.093031,-121.6697445,120.192307692308,0,0.0149420597119834,0,0.000459030737310542,0,0.000470128688511809,0,105.769230769231,0,1.8,0
D16-L,2021,May,38.093031,-121.6697445,57.6923076923077,0,0.636632198587979,0,0.0523588832602674,0,0.0545593794189898,0,19.2307692307692,0,7.93333333333333,0
D16-L,2022,May,38.093031,-121.6697445,28.8461538461539,0,-0.00426952159649066,0,-0.000362752797608411,0,-0.00036589800081925,0,28.8461538461539,0,1.5,0
D16-L,2023,May,38.093031,-121.6697445,312.5,0,0.591514270845975,0,0.0380477532299853,0,0.0405778789800339,0,259.615384615385,0,2.39651162790698,0
D16-L,2020,November,38.093031,-121.6697445,81.7307692307692,0,0.11860506764833,0,0.00879008324624734,0,0.0090851481818621,0,48.0769230769231,0,2.56904761904762,0
D16-L,2021,November,38.093031,-121.6697445,802.884615384615,0,0.147075628386985,0,0.00842636295844648,0,0.00902337182818733,0,716.346153846154,0,1.90186268472906,0
D16-L,2022,November,38.093031,-121.6697445,243.589743589744,0,0.00770252792672711,0,0.00033119085070005,0,0.000338415694068099,0,185.897435897436,0,1.81333333333333,0
D16-L,2023,November,38.093031,-121.6697445,89.7435897435897,0,0.204512010656117,0,0.0136040850479442,0,0.0140295239310096,0,32.0512820512821,0,4.38492063492064,0
D16-L,2020,October,38.093031,-121.6697445,100.961538461538,0,0.136544425226678,0,0.0158101378934465,0,0.016333285578197,0,43.2692307692308,0,2.88541666666667,0
D16-L,2022,October,38.093031,-121.6697445,128.205128205128,0,0.353704508138372,0,0.032552413076661,0,0.0338495214288422,0,96.1538461538462,0,3.83888888888889,0
D16-L,2023,October,38.093031,-121.6697445,144.230769230769,0,0.0912379841002052,0,0.00847474865734541,0,0.00873147507838964,0,48.0769230769231,0,2.9625,0
D16-L,2020,September,38.093031,-121.6697445,108.974358974359,0,0.434472221128172,0,0.0499126537649881,0,0.0519710625439251,0,51.2820512820513,0,3.53030303030303,0
D16-L,2021,September,38.093031,-121.6697445,216.346153846154,0,0.0828626758025444,0,0.0106503533804506,0,0.0110788711418768,0,201.923076923077,0,1.99569597069597,0
D16-L,2022,September,38.093031,-121.6697445,160.25641025641,0,0.0234598503276019,0,0.00305980504347378,0,0.0031366191867441,0,153.846153846154,0,1.96666666666667,0
D16-L,2023,September,38.093031,-121.6697445,91.3461538461539,0,0.0183286551093946,0,0.00238602903080053,0,0.00245057025004554,0,48.0769230769231,0,2.425,0
D24-L,2021,April,38.1547193,-121.6814495,2966.34615384615,0,32.9512108603658,0,1.43249874501589,0,2.0216199722754,0,745.192307692308,0,7.24613076602339,0
D24-L,2022,April,38.1547193,-121.6814495,1216.34615384615,0,5.26648328399864,0,0.295934637813636,0,0.403412619554296,0,302.884615384615,0,6.20329856900315,0
D24-L,2023,April,38.1547193,-121.6814495,605.769230769231,0,25.9314150954134,0,1.04038917274413,0,1.42336860533188,0,81.7307692307692,0,10.4173925339367,0
D24-L,2020,August,38.1547193,-121.6814495,3076.92307692308,0,69.1526297032372,0,5.21718470295095,0,10.3343278093505,0,259.615384615385,0,9.98930663633673,0
D24-L,2021,August,38.1547193,-121.6814495,1975.96153846154,0,50.1711294088141,0,3.87679438400652,0,6.70795955331205,0,129.807692307692,0,11.5275420477944,0
D24-L,2022,August,38.1547193,-121.6814495,1596.15384615385,0,17.8137964882171,0,1.67360357236459,0,2.66213466108686,0,509.615384615385,0,5.23883962558276,0
D24-L,2023,August,38.1547193,-121.6814495,975.961538461539,0,33.2471004523607,0,3.51831039239023,0,4.44519004709027,0,14.4230769230769,0,9.2879734522306,0
D24-L,2021,December,38.1547193,-121.6814495,2442.30769230769,0,13.2640721565988,0,0.382783861219572,0,0.52138329653327,0,668.269230769231,0,7.23317912884952,0
D24-L,2022,December,38.1547193,-121.6814495,1942.30769230769,0,6.35021901972329,0,0.172549004039735,0,0.199799773060134,0,1062.5,0,3.49208028017602,0
D24-L,2023,December,38.1547193,-121.6814495,1221.15384615385,0,12.3796781041301,0,0.354410565593578,0,0.435364099967871,0,548.076923076923,0,6.93031571324182,0
D24-L,2020,February,38.1547193,-121.6814495,1788.46153846154,0,32.963829592173,0,0.91070604968273,0,1.29574009672269,0,504.807692307692,0,6.90419245002578,0
D24-L,2022,February,38.1547193,-121.6814495,990.384615384616,0,9.27601932616707,0,0.232370904013644,0,0.291855532937249,0,110.576923076923,0,5.95613495557186,0
D24-L,2023,February,38.1547193,-121.6814495,538.461538461539,0,8.08753320874302,0,0.216112527654046,0,0.254461664188957,0,67.3076923076923,0,8.01743560113631,0
D24-L,2020,January,38.1547193,-121.6814495,4918.26923076923,0,96.0017690913785,0,1.22821680128612,0,2.70239324415315,0,730.769230769231,0,9.91464102987983,0
D24-L,2022,January,38.1547193,-121.6814495,461.538461538462,0,0.999889614879246,0,0.0258302774714273,0,0.0281463036121408,0,120.192307692308,0,4.28388348387284,0
D24-L,2023,January,38.1547193,-121.6814495,1591.34615384615,0,13.7453676289046,0,0.337031658995959,0,0.432476631806461,0,216.346153846154,0,7.04711899498193,0
D24-L,2020,July,38.1547193,-121.6814495,6942.30769230769,0,88.3309699837493,0,6.95921561959364,0,13.2003830287778,0,730.769230769231,0,7.68237374421994,0
D24-L,2021,July,38.1547193,-121.6814495,2283.65384615385,0,21.5662479779393,0,2.48332546101222,0,3.60234334691289,0,745.192307692308,0,7.02747284878864,0
D24-L,2022,July,38.1547193,-121.6814495,1528.84615384615,0,24.5781937496974,0,2.41952144374842,0,3.6730217239911,0,192.307692307692,0,8.42878250591017,0
D24-L,2023,July,38.1547193,-121.6814495,1596.15384615385,0,32.256970707799,0,2.9931683536532,0,3.8585413764302,0,100.961538461538,0,7.35510950833532,0
D24-L,2020,June,38.1547193,-121.6814495,3341.34615384615,0,50.3563692725716,0,3.40505590409135,0,6.02357041413185,0,52.8846153846154,0,10.9824550590447,0
D24-L,2021,June,38.1547193,-121.6814495,2201.92307692308,0,44.2596501629498,0,3.32992461910618,0,5.29428795428635,0,298.076923076923,0,6.26244549709852,0
D24-L,2022,June,38.1547193,-121.6814495,1028.84615384615,0,17.469495532529,0,1.81052663672078,0,2.61068153549462,0,115.384615384615,0,8.34275777035541,0
D24-L,2023,June,38.1547193,-121.6814495,903.846153846154,0,25.872623346025,0,1.56331196623531,0,1.98184294830552,0,105.769230769231,0,8.72562841530055,0
D24-L,2020,March,38.1547193,-121.6814495,1451.92307692308,0,17.4006100430676,0,0.587068194858672,0,0.764507390424382,0,500,0,5.77759219348659,0
D24-L,2021,March,38.1547193,-121.6814495,3168.26923076923,0,53.5094830544562,0,1.4218995538187,0,2.3509747733941,0,725.961538461539,0,9.23840602543952,0
D24-L,2022,March,38.1547193,-121.6814495,2326.92307692308,0,46.8718663826595,0,1.41589341978009,0,2.30179390896688,0,62.5,0,10.5125992063492,0
D24-L,2023,March,38.1547193,-121.6814495,687.5,0,11.1349866547773,0,0.320167402238608,0,0.391591235437217,0,91.3461538461539,0,8.45906862745098,0
D24-L,2021,May,38.1547193,-121.6814495,2317.30769230769,0,47.3622140727253,0,1.90512439761783,0,4.05894174603256,0,173.076923076923,0,10.3827019016912,0
D24-L,2022,May,38.1547193,-121.6814495,899.038461538462,0,7.70843883088767,0,0.658842605295069,0,0.824952677622399,0,62.5,0,7.79823517496329,0
D24-L,2023,May,38.1547193,-121.6814495,408.653846153846,0,13.6859736888868,0,0.872075384637972,0,1.04834558456873,0,76.9230769230769,0,9.51581465919701,0
D24-L,2020,November,38.1547193,-121.6814495,6591.34615384615,0,118.663345275046,0,2.34579263039073,0,5.8273456222512,0,894.230769230769,0,10.759243418522,0
D24-L,2021,November,38.1547193,-121.6814495,1086.53846153846,0,9.42751628671331,0,0.442127100506065,0,0.578396202037466,0,432.692307692308,0,4.02233296735973,0
D24-L,2022,November,38.1547193,-121.6814495,2995.19230769231,0,31.3023054942057,0,0.949580333396485,0,1.37528763810071,0,788.461538461539,0,6.35579956459381,0
D24-L,2023,November,38.1547193,-121.6814495,2081.73076923077,0,44.9625296895723,0,1.95127368580712,0,2.75853741489656,0,596.153846153846,0,7.83232277740837,0
D24-L,2020,October,38.1547193,-121.6814495,3134.61538461539,0,24.3277431445484,0,1.9255157617941,0,2.60354103961853,0,1288.46153846154,0,5.05503781850027,0
D24-L,2022,October,38.1547193,-121.6814495,2326.92307692308,0,21.9813826312081,0,1.55311408828891,0,2.10361831780661,0,1163.46153846154,0,5.84858431561601,0
D24-L,2023,October,38.1547193,-121.6814495,1975.96153846154,0,38.6229730387784,0,2.27280622202505,0,3.30998878942331,0,528.846153846154,0,7.95736281692164,0
D24-L,2020,September,38.1547193,-121.6814495,3293.26923076923,0,41.2835133391436,0,3.45692212048737,0,4.93828592357497,0,1120.19230769231,0,6.62855671175125,0
D24-L,2021,September,38.1547193,-121.6814495,1072.11538461538,0,2.7870326331429,0,0.29424923838195,0,0.372630682170749,0,447.115384615385,0,4.69625190258752,0
D24-L,2022,September,38.1547193,-121.6814495,1860.57692307692,0,19.7594201436579,0,1.31910693366278,0,2.11464174697219,0,548.076923076923,0,7.52515135677331,0
D24-L,2023,September,38.1547193,-121.6814495,1350.96153846154,0,26.9076925553839,0,2.09504388402339,0,2.87964573750766,0,221.153846153846,0,8.47979347098803,0
D28A-L,2021,April,37.9701652,-121.5741188,144.230769230769,0,0.694091408903721,0,0.0452284495309595,0,0.0476146706507953,0,67.3076923076923,0,3.4093137254902,0
D28A-L,2022,April,37.9701652,-121.5741188,28.8461538461539,0,0.024970011841406,0,0.00168881238683342,0,0.00171294281232045,0,0,0,3.25,0
D28A-L,2023,April,37.9701652,-121.5741188,403.846153846154,0,0.101167441749037,0,0.00591257623769873,0,0.00620681654615201,0,216.346153846154,0,2.64626482213439,0
D28A-L,2020,August,37.9701652,-121.5741188,3947.11538461539,0,0.0266687025800107,0,0.00401707289134647,0,0.00445463779365667,0,3475.96153846154,0,1.66441354527297,0
D28A-L,2021,August,37.9701652,-121.5741188,48.0769230769231,0,-0.00151739806884071,0,-0.000226516875833254,0,-0.000226763452495881,0,33.6538461538462,0,1.5,0
D28A-L,2022,August,37.9701652,-121.5741188,173.076923076923,0,0.0299400727250995,0,0.00482077924325103,0,0.00500107491565885,0,76.9230769230769,0,1.9,0
D28A-L,2023,August,37.9701652,-121.5741188,615.384615384615,0,0.0892532395915637,0,0.015584676486017,0,0.0166637013576461,0,350.961538461538,0,2.19835112545515,0
D28A-L,2022,December,37.9701652,-121.5741188,153.846153846154,0,0.0158691392502625,0,0.00048691211788018,0,0.000499297805479515,0,108.974358974359,0,1.91666666666667,0
D28A-L,2023,December,37.9701652,-121.5741188,1307.69230769231,0,0.118599352634423,0,0.00434085191716587,0,0.00466189573708584,0,1052.88461538462,0,1.88391739324838,0
D28A-L,2020,February,37.9701652,-121.5741188,394.230769230769,0,0.0321326521191153,0,0.00108565818870037,0,0.00113002963823043,0,278.846153846154,0,1.82098023504274,0
D28A-L,2022,February,37.9701652,-121.5741188,115.384615384615,0,0.0374256818072471,0,0.00128857570682029,0,0.00131617301666835,0,57.6923076923077,0,2.16666666666667,0
D28A-L,2023,February,37.9701652,-121.5741188,96.1538461538462,0,0.0184288986779717,0,0.000634558070722073,0,0.000648100929511042,0,43.2692307692308,0,2.66111111111111,0
D28A-L,2020,January,37.9701652,-121.5741188,490.384615384615,0,0.0411561442893877,0,0.00110746693801828,0,0.00115852121617852,0,317.307692307692,0,1.91666666666667,0
D28A-L,2022,January,37.9701652,-121.5741188,19.2307692307692,0,0.169371015407575,0,0.00460511585417505,0,0.00476769430526977,0,0,0,11.5,0
D28A-L,2023,January,37.9701652,-121.5741188,76.9230769230769,0,0.0167150609804721,0,0.000515230715725305,0,0.00052591341813753,0,19.2307692307692,0,2.75,0
D28A-L,2020,July,37.9701652,-121.5741188,2115.38461538462,0,0.126481016617603,0,0.0198727438867042,0,0.021126903909724,0,1591.34615384615,0,2.08768001863439,0
D28A-L,2021,July,37.9701652,-121.5741188,307.692307692308,0,0.031833729869701,0,0.00511961057688225,0,0.00531738414214865,0,192.307692307692,0,1.77605263157895,0
D28A-L,2022,July,37.9701652,-121.5741188,149.038461538462,0,0.0399124580180465,0,0.00650807261413907,0,0.00666682390684393,0,91.3461538461539,0,3.00874125874126,0
D28A-L,2023,July,37.9701652,-121.5741188,1125,0,0.521829547425657,0,0.0641874335696442,0,0.0697694379038532,0,302.884615384615,0,2.60974678304176,0
D28A-L,2020,June,37.9701652,-121.5741188,3774.03846153846,0,1.61549320603778,0,0.158477492584447,0,0.193243421253179,0,1072.11538461538,0,2.76143241740803,0
D28A-L,2021,June,37.9701652,-121.5741188,360.576923076923,0,0.0087770074797975,0,0.00105279749112077,0,0.00117349981687388,0,250,0,1.875,0
D28A-L,2022,June,37.9701652,-121.5741188,177.884615384615,0,0.00210815008349472,0,0.000304299185182188,0,0.000315046790377144,0,134.615384615385,0,1.78238636363636,0
D28A-L,2023,June,37.9701652,-121.5741188,596.153846153846,0,0.0210181808835954,0,0.0020159353227412,0,0.00224935359533459,0,538.461538461539,0,1.54705882352941,0
D28A-L,2020,March,37.9701652,-121.5741188,1283.65384615385,0,0.504525890381895,0,0.0205889325441174,0,0.0221666809900764,0,942.307692307692,0,1.92329595245645,0
D28A-L,2021,March,37.9701652,-121.5741188,663.461538461539,0,0.058036594082711,0,0.00242485642569122,0,0.00254987641131405,0,269.230769230769,0,2.31188460281138,0
D28A-L,2022,March,37.9701652,-121.5741188,52.8846153846154,0,0.273072148166195,0,0.0115163334993093,0,0.0119976066859386,0,28.8461538461539,0,2.125,0
D28A-L,2023,March,37.9701652,-121.5741188,96.1538461538462,0,0.0468410450412391,0,0.00180255356237256,0,0.00184122479042114,0,48.0769230769231,0,2.44285714285714,0
D28A-L,2021,May,37.9701652,-121.5741188,427.884615384615,0,0.0466795660086171,0,0.00428381114963835,0,0.00446723446702466,0,293.269230769231,0,1.90491634942897,0
D28A-L,2022,May,37.9701652,-121.5741188,120.192307692308,0,0.656979117215244,0,0.059539153272814,0,0.0628729015174988,0,48.0769230769231,0,7.70725108225108,0
D28A-L,2023,May,37.9701652,-121.5741188,697.115384615385,0,0.225980318800836,0,0.0145279963469959,0,0.0155022498697373,0,408.653846153846,0,2.51518817204301,0
D28A-L,2020,November,37.9701652,-121.5741188,48.0769230769231,0,0.0339031360961618,0,0.00227435250790389,0,0.0023257551361967,0,28.8461538461539,0,2.25,0
D28A-L,2021,November,37.9701652,-121.5741188,38.4615384615385,0,0.262576611768479,0,0.0157067521410838,0,0.0161095786389462,0,19.2307692307692,0,5.5,0
D28A-L,2022,November,37.9701652,-121.5741188,28.8461538461539,0,0.00511503072194191,0,0.000221458585287343,0,0.000224732281195525,0,19.2307692307692,0,2,0
D28A-L,2023,November,37.9701652,-121.5741188,6490.38461538462,0,-0.295609813894839,0,-0.0175178076025446,0,-0.020278833233186,0,5875,0,1.63000213923003,0
D28A-L,2020,October,37.9701652,-121.5741188,76.9230769230769,0,-0.00209295358570338,0,-0.000275482383955244,0,-0.000279831212996198,0,51.2820512820513,0,1.84444444444444,0
D28A-L,2022,October,37.9701652,-121.5741188,144.230769230769,0,0.0331677471774783,0,0.00386321099909237,0,0.00396748740005935,0,76.9230769230769,0,1.97222222222222,0
D28A-L,2023,October,37.9701652,-121.5741188,1235.57692307692,0,0.26788709337239,0,0.0241494616874106,0,0.0256367948357377,0,995.192307692308,0,1.94166666666667,0
D28A-L,2020,September,37.9701652,-121.5741188,2062.5,0,0.95517930733603,0,0.131035573243734,0,0.142744189499084,0,1668.26923076923,0,2.00487317674818,0
D28A-L,2022,September,37.9701652,-121.5741188,153.846153846154,0,0.0214868884247583,0,0.00312573899983559,0,0.00321104995626791,0,52.8846153846154,0,2.21275946275946,0
D28A-L,2023,September,37.9701652,-121.5741188,427.884615384615,0,0.116105732241745,0,0.0167552528909768,0,0.0173511072923768,0,317.307692307692,0,1.91436100131752,0
D4-L,2021,April,38.0581151,-121.8193499,812.5,355.769230769231,17.8477503418032,0.542111768606462,0.749921118153319,0.20091366385591,0.979658357203087,0.216844707442585,24.0384615384615,9.61538461538461,11.2928191489362,4.69273349436393
D4-L,2022,April,38.0581151,-121.8193499,19.2307692307692,76.9230769230769,0.159096769711393,0.230733296976165,0.0105180883591789,0.0877981441578738,0.0109140384022016,0.092293318790466,0,0,12,9.25
D4-L,2023,April,38.0581151,-121.8193499,250,182.692307692308,17.5691239054412,0.695515502933768,0.699598065372831,0.175640370934521,0.862788395522271,0.187789185792117,0,0,15.6875,7.26388888888889
