"","Regions","seasonyear","year_month","Clam_biomass","Clam_grazing","Clam_filtration","Month","Chlorophyll","DissAmmonia","TotAmmonia","Secchi","TotPhos","DissNitrateNitrite","Temperature","TurbidityNTU","Conductivity","SAC","OUT","Index","season","SACmax_mo","OUTmax_mo","SAC_mean_var_m","OUT_mean_var_m","SAC_max_var_m","OUT_max_var_m","SACmax_s","OUTmax_s","SAC_mean_var_s","OUT_mean_var_s","SAC_max_var_s","OUT_max_var_s","SACmax_sm","OUTmax_sm","SAC_max_var_sm","OUT_max_var_sm","lagDissAmmonia","lagSecchi","lagTotPhos","lagDissNitrateNitrite","lagTemperature","lagTurbidityNTU","lagConductivity","lagSAC","lagOUT","lagSACmax_s","lagOUTmax_s","lagSAC_mean_var_s","lagOUT_mean_var_s","lagSAC_max_var_s","lagOUT_max_var_s","lagSACmax_sm","lagOUTmax_sm","lagSAC_max_var_sm","lagOUT_max_var_sm"
"11","Central","Autumn1981",1981-12-01,4.19766728024756,0.129487174609258,0.146918354808665,12,1.734,0.223333333333333,NA,52.1428571428571,0.183333333333333,0.921666666666667,11.1,23.6333333333333,362.571428571429,62058.064516129,86287.3870967742,12.76,"Autumn",98300,217288,21167.7419354839,62386.5161290323,56500,178985,98300,217288,13076.7391304348,31628.3695652174,56500,178985,62058.064516129,86287.3870967742,21167.7419354839,62386.5161290323,0.0338333333333333,51.4861111111111,0.15,0.2355,23.3126388888889,19.5647222222222,560.336111111111,14319.3906810036,4383.26738351255,18200,6305,1460.4347826087,1644.78260869565,5500,3385,15303.2258064516,5305.74193548387,1883.87096774194,1839.77419354839
"12","Central","Autumn1981",1981-11-01,65.8046550993127,3.38126849422309,4.01408396105807,11,3.96666666666667,0.256666666666667,NA,71.5454545454545,0.171666666666667,0.806666666666667,15.6727272727273,19.5166666666667,598.363636363636,32939.3333333333,36000.6,12.76,"Autumn",77900,109046,16305.3333333333,27728.4666666667,36100,72295,98300,217288,13076.7391304348,31628.3695652174,56500,178985,62058.064516129,86287.3870967742,21167.7419354839,62386.5161290323,0.0338333333333333,51.4861111111111,0.15,0.2355,23.3126388888889,19.5647222222222,560.336111111111,14319.3906810036,4383.26738351255,18200,6305,1460.4347826087,1644.78260869565,5500,3385,15303.2258064516,5305.74193548387,1883.87096774194,1839.77419354839
"13","Central","Autumn1982",1982-10-01,7.34695556364836,0.566586484367454,0.631838178473759,10,10.6275,0.032,NA,58.1428571428571,0.12,0.296666666666667,17.6125,26.3666666666667,209.25,19229.0322580645,22975.3870967742,15.29,"Autumn",23900,33769,3516.12903225806,7190.70967741936,7900,16652,96200,200389,13823.9130434783,30268.7282608696,62500,154591,57706.4516129032,88908,26680.6451612903,61416.1612903226,0.0497222222222222,45.2222222222222,NA,0.353888888888889,22.82,25.7333333333333,288.763888888889,21032.8673835125,18617.3100358423,26600,33452,1984.78260869565,4918.96739130435,4500,11077,24856.6666666667,25801.8333333333,2003.22580645161,6289.8
"14","Central","Autumn1982",1982-11-01,14.3608456061807,0.832750970672962,0.990898346826466,11,3.4,0.0533333333333333,NA,52.5,0.105,0.315,12.775,23.2166666666667,234.083333333333,31523.3333333333,39152.3333333333,15.29,"Autumn",50800,92380,11190,21930.3333333333,29100,53216,96200,200389,13823.9130434783,30268.7282608696,62500,154591,57706.4516129032,88908,26680.6451612903,61416.1612903226,0.0497222222222222,45.2222222222222,NA,0.353888888888889,22.82,25.7333333333333,288.763888888889,21032.8673835125,18617.3100358423,26600,33452,1984.78260869565,4918.96739130435,4500,11077,24856.6666666667,25801.8333333333,2003.22580645161,6289.8
"15","Central","Autumn1982",1982-12-01,23.1260918608776,0.696699990897739,0.809413215130717,12,2.83166666666667,0.175,NA,44.25,0.205,0.513333333333333,10.55,16.7333333333333,231.875,57706.4516129032,88908,15.29,"Autumn",96200,200389,26680.6451612903,61416.1612903226,62500,154591,96200,200389,13823.9130434783,30268.7282608696,62500,154591,57706.4516129032,88908,26680.6451612903,61416.1612903226,0.0497222222222222,45.2222222222222,NA,0.353888888888889,22.82,25.7333333333333,288.763888888889,21032.8673835125,18617.3100358423,26600,33452,1984.78260869565,4918.96739130435,4500,11077,24856.6666666667,25801.8333333333,2003.22580645161,6289.8
"16","Central","Autumn1983",1983-10-01,NA,NA,NA,10,3.15,0.0483333333333333,NA,55.3333333333333,0.1,0.34,18.4583333333333,29.74,156.333333333333,21148.3870967742,32282.6451612903,10,"Autumn",26200,37830,2625.8064516129,4093.74193548387,8000,9681,92700,356087,11859.7826086957,41905.2717391304,42300,249518,74512.9032258065,154586.870967742,20403.3333333333,89152.6129032258,0.0503333333333333,41.1203703703704,0.104444444444444,0.33,22.9149074074074,18.0922222222222,202.564814814815,26885.1254480287,33228.2856630824,40300,59504,2183.69565217391,4837.48913043478,5700,14663,31000,43759.1935483871,3022.58064516129,7229
"17","Central","Autumn1983",1983-11-01,1.60342627168239,0.107389902571549,0.115107835346143,11,2.77166666666667,0.0816666666666667,NA,57.125,0.103333333333333,0.531666666666667,15.1875,20.8216666666667,264.5,48820,74137.1333333333,10,"Autumn",86600,128166,20403.3333333333,32154.9333333333,42300,53755,92700,356087,11859.7826086957,41905.2717391304,42300,249518,74512.9032258065,154586.870967742,20403.3333333333,89152.6129032258,0.0503333333333333,41.1203703703704,0.104444444444444,0.33,22.9149074074074,18.0922222222222,202.564814814815,26885.1254480287,33228.2856630824,40300,59504,2183.69565217391,4837.48913043478,5700,14663,31000,43759.1935483871,3022.58064516129,7229
"18","Central","Autumn1983",1983-12-01,14.6107633203495,0.451617669879808,0.511376716212232,12,2.045,0.103333333333333,NA,57.8333333333333,0.118333333333333,0.605,10.5,19.355,212.166666666667,74512.9032258065,154586.870967742,10,"Autumn",92700,356087,12825.8064516129,89152.6129032258,24700,249518,92700,356087,11859.7826086957,41905.2717391304,42300,249518,74512.9032258065,154586.870967742,20403.3333333333,89152.6129032258,0.0503333333333333,41.1203703703704,0.104444444444444,0.33,22.9149074074074,18.0922222222222,202.564814814815,26885.1254480287,33228.2856630824,40300,59504,2183.69565217391,4837.48913043478,5700,14663,31000,43759.1935483871,3022.58064516129,7229
"19","Central","Autumn1984",1984-11-01,58.4320242224062,1.4276314306937,2.04512084778422,11,7.532,0.23,NA,50.8,0.182,0.77,12,32.12,302.4,26280,25952.7333333333,6.47,"Autumn",41200,45233,6673.33333333333,10602.4333333333,18700,21739,41200,45233,4311.95652173913,7933.60869565217,18700,21739,32558.064516129,31066.3225806452,6673.33333333333,10602.4333333333,0.0477222222222222,56.5643939393939,NA,0.316777777777778,24.9566666666667,16.0838888888889,314.319444444444,19369.8207885304,10630.7551971326,23100,17171,1644.5652173913,2483.70652173913,5200,5847,21632.2580645161,13586.2333333333,1990,3491.46666666667
"20","Central","Autumn1984",1984-12-01,23.6617764665653,0.601271274171806,0.733515070463525,12,1.98166666666667,0.196666666666667,NA,55,0.181666666666667,0.801666666666667,10.6666666666667,29.0166666666667,275,32558.064516129,31066.3225806452,6.47,"Autumn",40500,42164,4932.25806451613,7188.58064516129,8200,13897,41200,45233,4311.95652173913,7933.60869565217,18700,21739,32558.064516129,31066.3225806452,6673.33333333333,10602.4333333333,0.0477222222222222,56.5643939393939,NA,0.316777777777778,24.9566666666667,16.0838888888889,314.319444444444,19369.8207885304,10630.7551971326,23100,17171,1644.5652173913,2483.70652173913,5200,5847,21632.2580645161,13586.2333333333,1990,3491.46666666667
"21","Central","Autumn1984",1984-10-01,0.924167263129424,0.0540267471191507,0.0563742030508949,10,20.746,0.045,NA,58.5,0.132,0.424,17.2,14.02,234.2,13235.4838709677,11899.3225806452,6.47,"Autumn",15800,20128,1406.45161290323,6095.90322580645,2100,12002,41200,45233,4311.95652173913,7933.60869565217,18700,21739,32558.064516129,31066.3225806452,6673.33333333333,10602.4333333333,0.0477222222222222,56.5643939393939,NA,0.316777777777778,24.9566666666667,16.0838888888889,314.319444444444,19369.8207885304,10630.7551971326,23100,17171,1644.5652173913,2483.70652173913,5200,5847,21632.2580645161,13586.2333333333,1990,3491.46666666667
"22","Central","Autumn1985",1985-10-01,6.20217532952346,0.386796337166142,0.427950097737119,10,8.13,0.039,NA,74.5454545454545,NA,0.356666666666667,18.8454545454545,13.9,584.590909090909,9710.64516129032,3365.54838709677,9.96,"Autumn",11400,11578,1541.29032258065,4368.41935483871,2940,11213,30400,32564,3299.67391304348,6919.47826086957,15900,25016,16106.4516129032,9430.16129032258,5016.12903225806,9003.32258064516,0.0391666666666667,64.5694444444444,0.11,0.401611111111111,23.1130555555556,14.6416666666667,559.208333333333,13891.9569892473,3419.49032258064,17600,6408,1759.34782608696,1886.55434782609,4100,5497,16035.4838709677,4835.38709677419,2142,2374.36666666667
"23","Central","Autumn1985",1985-12-01,11.6455203632082,0.360706187041507,0.407593212712287,12,1.26166666666667,0.223333333333333,NA,74,0.193333333333333,0.74,11.1666666666667,17.4666666666667,886.5,16106.4516129032,9430.16129032258,9.96,"Autumn",30400,32564,5016.12903225806,9003.32258064516,15900,25016,30400,32564,3299.67391304348,6919.47826086957,15900,25016,16106.4516129032,9430.16129032258,5016.12903225806,9003.32258064516,0.0391666666666667,64.5694444444444,0.11,0.401611111111111,23.1130555555556,14.6416666666667,559.208333333333,13891.9569892473,3419.49032258064,17600,6408,1759.34782608696,1886.55434782609,4100,5497,16035.4838709677,4835.38709677419,2142,2374.36666666667
"24","Central","Autumn1985",1985-11-01,NA,NA,NA,11,6.02,0.046,NA,95.5,0.132,0.242,11,15.0333333333333,898.5,10417.6666666667,6889.7,9.96,"Autumn",18700,18847,3343,7402.26666666667,14500,19832,30400,32564,3299.67391304348,6919.47826086957,15900,25016,16106.4516129032,9430.16129032258,5016.12903225806,9003.32258064516,0.0391666666666667,64.5694444444444,0.11,0.401611111111111,23.1130555555556,14.6416666666667,559.208333333333,13891.9569892473,3419.49032258064,17600,6408,1759.34782608696,1886.55434782609,4100,5497,16035.4838709677,4835.38709677419,2142,2374.36666666667
"25","Central","Autumn1986",1986-12-01,NA,NA,NA,12,1.62166666666667,0.0933333333333333,NA,62.4,0.126666666666667,0.61,10.6666666666667,16.95,347.833333333333,13109.6774193548,8986.35483870968,5.86,"Autumn",14000,11391,690.322580645161,3810.8064516129,3800,9208,22000,14078,1281.52173913043,2808.95652173913,4800,9208,15445.1612903226,10608.4193548387,2222.58064516129,3810.8064516129,0.0416666666666667,37.125,0.14125,0.437111111111111,23.075,16.3833333333333,407.444444444444,16711.1827956989,7691.03154121863,23000,20556,1681.52173913043,2752.15217391304,8300,9672,18140,10725.9333333333,2940,4988.1
"26","Central","Autumn1986",1986-11-01,10.5605100044431,0.63279485278146,0.728675190306577,11,1.82833333333333,0.111666666666667,NA,61.0833333333333,0.12,0.651666666666667,14.1083333333333,18.4666666666667,323.5,12680,7731.66666666667,5.86,"Autumn",13600,9719,920,1836.8,1400,3580,22000,14078,1281.52173913043,2808.95652173913,4800,9208,15445.1612903226,10608.4193548387,2222.58064516129,3810.8064516129,0.0416666666666667,37.125,0.14125,0.437111111111111,23.075,16.3833333333333,407.444444444444,16711.1827956989,7691.03154121863,23000,20556,1681.52173913043,2752.15217391304,8300,9672,18140,10725.9333333333,2940,4988.1
"27","Central","Autumn1986",1986-10-01,4.59885106948281,0.326842001253365,0.354111532350176,10,5.24833333333333,0.0466666666666667,NA,47.1666666666667,0.105,0.425,18.0666666666667,14.5666666666667,301,15445.1612903226,10608.4193548387,5.86,"Autumn",22000,14078,2222.58064516129,2747.90322580645,4800,4336,22000,14078,1281.52173913043,2808.95652173913,4800,9208,15445.1612903226,10608.4193548387,2222.58064516129,3810.8064516129,0.0416666666666667,37.125,0.14125,0.437111111111111,23.075,16.3833333333333,407.444444444444,16711.1827956989,7691.03154121863,23000,20556,1681.52173913043,2752.15217391304,8300,9672,18140,10725.9333333333,2940,4988.1
"28","Central","Autumn1987",1987-11-01,7.51646469608732,0.532414985757614,0.578767781598724,11,1.82666666666667,0.145,NA,86.1666666666667,0.135,0.739166666666667,15.0916666666667,21.825,943.25,8129.33333333333,4291.03333333333,4.65,"Autumn",9010,8713,1129.33333333333,4367.63333333333,7070,18200,27500,20140,3187.17391304348,4706.41304347826,12700,18200,15743.8709677419,9454.09677419355,6832.90322580645,7280.58064516129,0.0440277777777778,55.6388888888889,NA,0.374166666666667,23.085,19.7977777777778,654.875,13735.2150537635,2744.44480286738,16400,4689,1338.04347826087,1731.19565217391,4790,5155,15141.935483871,3723.83870967742,1427,2034.2
"29","Central","Autumn1987",1987-10-01,28.1612799425922,2.29602181370558,2.70348287448885,10,NA,0.120833333333333,NA,77.8333333333333,NA,0.6175,20.6083333333333,25.6166666666667,810.541666666667,9509.03225806452,3761.25806451613,4.65,"Autumn",12500,7512,1532.90322580645,2460.09677419355,2500,4731,27500,20140,3187.17391304348,4706.41304347826,12700,18200,15743.8709677419,9454.09677419355,6832.90322580645,7280.58064516129,0.0440277777777778,55.6388888888889,NA,0.374166666666667,23.085,19.7977777777778,654.875,13735.2150537635,2744.44480286738,16400,4689,1338.04347826087,1731.19565217391,4790,5155,15141.935483871,3723.83870967742,1427,2034.2
"30","Central","Autumn1987",1987-12-01,12.1951439892952,0.430593901226205,0.475610615582511,12,0.796666666666667,0.145,NA,76.5,0.178333333333333,0.908333333333333,10.1,17.4,890.833333333333,15743.8709677419,9454.09677419355,4.65,"Autumn",27500,20140,6832.90322580645,7280.58064516129,12700,17254,27500,20140,3187.17391304348,4706.41304347826,12700,18200,15743.8709677419,9454.09677419355,6832.90322580645,7280.58064516129,0.0440277777777778,55.6388888888889,NA,0.374166666666667,23.085,19.7977777777778,654.875,13735.2150537635,2744.44480286738,16400,4689,1338.04347826087,1731.19565217391,4790,5155,15141.935483871,3723.83870967742,1427,2034.2
"31","Central","Autumn1988",1988-11-01,7.84916846321378,0.503427286905118,0.541592623961751,11,2.805,0.161666666666667,NA,93.2727272727273,0.131666666666667,0.598333333333333,16.1166666666667,15.665,994.416666666667,11355.6666666667,6619.3,6.13,"Autumn",28900,27065,6709.66666666667,9996.43333333333,20140,26142,28900,27065,4036.19565217391,6509.64130434783,20140,26142,12387.7419354839,7230.93548387097,6709.66666666667,9996.43333333333,0.0306111111111111,54.0694444444444,NA,0.358333333333333,23.4925,23.425,743.930555555556,13155.2329749104,2762.48315412186,16800,5706,1518.47826086957,1973.94565217391,3600,4187,14641.935483871,3731.64516129032,1719.35483870968,2171.90322580645
"32","Central","Autumn1988",1988-10-01,5.90265461764415,0.516947229295164,0.566654843293838,10,4.09083333333333,0.123333333333333,NA,81.125,0.138333333333333,0.483333333333333,20.1833333333333,16.3583333333333,853.166666666667,9314.1935483871,3141.64516129032,6.13,"Autumn",11900,4919,1560,2106.48387096774,3150,3827,28900,27065,4036.19565217391,6509.64130434783,20140,26142,12387.7419354839,7230.93548387097,6709.66666666667,9996.43333333333,0.0306111111111111,54.0694444444444,NA,0.358333333333333,23.4925,23.425,743.930555555556,13155.2329749104,2762.48315412186,16800,5706,1518.47826086957,1973.94565217391,3600,4187,14641.935483871,3731.64516129032,1719.35483870968,2171.90322580645
"33","Central","Autumn1988",1988-12-01,2.53468146087289,0.0842933368687552,0.0887138511305513,12,1.668,0.288,NA,112.4,0.216,0.928,11,16.46,706.4,12387.7419354839,7230.93548387097,6.13,"Autumn",21200,22705,3925.16129032258,7538.48387096774,10500,18656,28900,27065,4036.19565217391,6509.64130434783,20140,26142,12387.7419354839,7230.93548387097,6709.66666666667,9996.43333333333,0.0306111111111111,54.0694444444444,NA,0.358333333333333,23.4925,23.425,743.930555555556,13155.2329749104,2762.48315412186,16800,5706,1518.47826086957,1973.94565217391,3600,4187,14641.935483871,3731.64516129032,1719.35483870968,2171.90322580645
"34","Central","Autumn1989",1989-11-01,21.8039387209626,1.02915773248421,1.19921662965295,11,5.84,0.16836850115913,NA,88,0.106666666666667,0.703333333333333,15.375,17.6333333333333,780.416666666667,14830,5477.8,4.81,"Autumn",17700,13820,1890,4592.06666666667,3200,9930,21100,17686,2638.04347826087,4870.42391304348,10400,16370,15396.7741935484,5477.8,4019.35483870968,7171.70967741936,0.0287927737513221,61.0833333333333,NA,0.235,23.1688888888889,16.4939444444444,404.583333333333,17850.1433691756,5692.37598566308,24300,22569,3036.95652173913,4698.61956521739,8800,19789,18767.7419354839,6445.96666666667,4583.33333333333,9024
"35","Central","Autumn1989",1989-10-01,16.1806599699538,1.34779429570868,1.55334335711556,10,8.3625,0.132818661020331,NA,77.1666666666667,NA,0.528333333333333,20.1083333333333,15.5016666666667,667.458333333333,14274.1935483871,4887.45161290323,4.81,"Autumn",21100,17686,4019.35483870968,7171.70967741936,10400,16370,21100,17686,2638.04347826087,4870.42391304348,10400,16370,15396.7741935484,5477.8,4019.35483870968,7171.70967741936,0.0287927737513221,61.0833333333333,NA,0.235,23.1688888888889,16.4939444444444,404.583333333333,17850.1433691756,5692.37598566308,24300,22569,3036.95652173913,4698.61956521739,8800,19789,18767.7419354839,6445.96666666667,4583.33333333333,9024
"36","Central","Autumn1989",1989-12-01,16.2581540021167,0.556286700022505,0.634068006082553,12,4.24666666666667,0.125,NA,115.818181818182,0.13,0.665,11.2909090909091,34.064,680.727272727273,15396.7741935484,4399.16129032258,4.81,"Autumn",18000,6460,1980.64516129032,2838.51612903226,3400,7727,21100,17686,2638.04347826087,4870.42391304348,10400,16370,15396.7741935484,5477.8,4019.35483870968,7171.70967741936,0.0287927737513221,61.0833333333333,NA,0.235,23.1688888888889,16.4939444444444,404.583333333333,17850.1433691756,5692.37598566308,24300,22569,3036.95652173913,4698.61956521739,8800,19789,18767.7419354839,6445.96666666667,4583.33333333333,9024
"37","Central","Autumn1990",1990-11-01,35.0154539493873,1.44880135051057,1.71575724351998,11,2.14666666666667,0.055,NA,98,0.156666666666667,0.588333333333333,14.4916666666667,17.3166666666667,828.583333333333,7722.66666666667,4494.93333333333,4.21,"Autumn",9170,10240,1267.33333333333,3881.83333333333,3260,7386,12400,12656,1237.9347826087,3712.98913043478,4460,9183,10818.3870967742,6383.45161290323,1462.25806451613,5426.87096774194,0.0320492536796567,72.5416666666667,NA,0.316388888888889,23.9356944444444,21.632,494.305555555556,12458.164874552,3625.62544802868,16000,6675,1436.63043478261,1905.64130434783,3730,3791,13838.7096774194,4460.87096774194,1678.38709677419,2125.64516129032
"38","Central","Autumn1990",1990-10-01,7.1463163001554,0.501420552514631,0.550266355111966,10,3.77166666666667,0.0438222097469649,NA,92.0833333333333,0.135,0.573333333333333,19,20.48,810.166666666667,7620.32258064516,3405.09677419355,4.21,"Autumn",8690,5362,985.161290322581,1835.70967741935,1890,3037,12400,12656,1237.9347826087,3712.98913043478,4460,9183,10818.3870967742,6383.45161290323,1462.25806451613,5426.87096774194,0.0320492536796567,72.5416666666667,NA,0.316388888888889,23.9356944444444,21.632,494.305555555556,12458.164874552,3625.62544802868,16000,6675,1436.63043478261,1905.64130434783,3730,3791,13838.7096774194,4460.87096774194,1678.38709677419,2125.64516129032
"39","Central","Autumn1990",1990-12-01,5.89727970713769,0.169117994043191,0.182815670921268,12,1.95333333333333,0.0783333333333333,NA,119.166666666667,0.143333333333333,0.66,9.775,22.155,905.666666666667,10818.3870967742,6383.45161290323,4.21,"Autumn",12400,12656,1462.25806451613,5426.87096774194,4460,9183,12400,12656,1237.9347826087,3712.98913043478,4460,9183,10818.3870967742,6383.45161290323,1462.25806451613,5426.87096774194,0.0320492536796567,72.5416666666667,NA,0.316388888888889,23.9356944444444,21.632,494.305555555556,12458.164874552,3625.62544802868,16000,6675,1436.63043478261,1905.64130434783,3730,3791,13838.7096774194,4460.87096774194,1678.38709677419,2125.64516129032
"40","Central","Autumn1991",1991-10-01,6.27639798942535,0.698998553291655,0.753167758731042,10,3.7125,0.0633333333333333,NA,104.928571428571,NA,0.465833333333333,22.6333333333333,28.5975,603.666666666667,9398.06451612903,3909.09677419355,4.06,"Autumn",11800,11047,1988.06451612903,4362.41935483871,3370,9977,12700,18853,1710.32608695652,4859.33695652174,5300,17300,9398.06451612903,7622.51612903226,1988.06451612903,6536.12903225806,0.0512816409304247,65.3490740740741,0.22,0.347,23.8280092592593,32.5527777777778,554.412962962963,9659.01075268817,3212.3541218638,10900,5941,1196.73913043478,2351.19565217391,2280,4400,9948,3760.93333333333,1549.67741935484,2536.93333333333
"41","Central","Autumn1991",1991-11-01,7.64980749003583,0.433993517114607,0.466638256892186,11,3.345,0.143333333333333,NA,100.307692307692,0.125,0.786666666666667,13.5866666666667,28.45,754.6,6958.33333333333,3909.33333333333,4.06,"Autumn",8510,6858,1362,3640.13333333333,2610,5762,12700,18853,1710.32608695652,4859.33695652174,5300,17300,9398.06451612903,7622.51612903226,1988.06451612903,6536.12903225806,0.0512816409304247,65.3490740740741,0.22,0.347,23.8280092592593,32.5527777777778,554.412962962963,9659.01075268817,3212.3541218638,10900,5941,1196.73913043478,2351.19565217391,2280,4400,9948,3760.93333333333,1549.67741935484,2536.93333333333
