"","Date","Station","station_name","Corbicula_biomass","Potamocorbula_biomass","Corbicula_GR","Potamocorbula_GR","Corbicula_FR","Potamocorbula_FR","Latitude","Longitude"
"17",1977-10-01,"D4L","EMP D4",0.31,NA,0.0284391386827558,NA,0.02976,NA,38.0581,-121.8193
"18",1977-10-01,"D4R","EMP D4",0.0301404405721971,NA,0.00284429394694866,NA,0.00289348229493092,NA,38.0581,-121.8193
"19",1978-06-01,"D11","EMP D11",0.00672620445599352,NA,0.000795343927039555,NA,0.000807144534719222,NA,38.0422,121.7995
"20",1978-06-01,"D19C","EMP D19",7.11058036204485,NA,0.716785242425881,NA,0.760832098738799,NA,38.0438,121.6148
"21",1978-06-01,"D4C","EMP D4",8.0960300575527,NA,0.728816928110838,NA,0.777218885525059,NA,38.0581,-121.8193
"22",1978-06-01,"D4L","EMP D4",1.96,NA,0.178317954897401,NA,0.18816,NA,38.0581,-121.8193
"23",1978-06-01,"D4R","EMP D4",0.0648059364832834,NA,0.00602764939027048,NA,0.00622136990239521,NA,38.0581,-121.8193
"24",1978-10-01,"D11","EMP D11",0.00900839007567393,NA,0.000925520927087391,NA,0.000963897738097111,NA,38.0422,121.7995
"25",1978-10-01,"D19C","EMP D19",2.25876004484988,NA,0.260000690071767,NA,0.271051205381986,NA,38.0438,121.6148
"26",1978-10-01,"D4C","EMP D4",3.01277871568017,NA,0.27409823425434,NA,0.289226756705297,NA,38.0581,-121.8193
"27",1978-10-01,"D4L","EMP D4",0.00249054941909519,NA,0.000236904163901621,NA,0.000239092744233138,NA,38.0581,-121.8193
"28",1978-10-01,"D4R","EMP D4",0.0200870891932327,NA,0.00189269892398666,NA,0.00192836056255034,NA,38.0581,-121.8193
"29",1979-05-01,"D11","EMP D11",0.0126725467387429,NA,0.00133113838628968,NA,0.00135596250104549,NA,38.0422,121.7995
"30",1979-05-01,"D19C","EMP D19",4.60714386385164,NA,0.325966092563165,NA,0.354750077516576,NA,38.0438,121.6148
"31",1979-05-01,"D28AL","EMP D28A",0.142425808803988,NA,0.0126001011905734,NA,0.0136728776451829,NA,37.9701,-121.5741
"32",1979-05-01,"D4C","EMP D4",4.90527195390948,NA,0.450923757463592,NA,0.47090610757531,NA,38.0581,-121.8193
"33",1979-05-01,"D4L","EMP D4",0.37,NA,0.0332440270700239,NA,0.03552,NA,38.0581,-121.8193
"34",1979-05-01,"D4R","EMP D4",0.219382859935366,NA,0.0201163117912408,NA,0.0210607545537951,NA,38.0581,-121.8193
"35",1979-09-01,"D11","EMP D11",0.000271444602621237,NA,4.00904554469131e-05,NA,4.04452457905644e-05,NA,38.0422,121.7995
"36",1979-09-01,"D19C","EMP D19",12.0264144899044,NA,1.6789478504007,NA,1.79193575899576,NA,38.0438,121.6148
"37",1979-09-01,"D28AL","EMP D28A",0.0493290186543438,NA,0.00705675783069528,NA,0.00735002377949722,NA,37.9701,-121.5741
"38",1979-09-01,"D4C","EMP D4",5.14854778947837,NA,0.652111116305405,NA,0.689905403790101,NA,38.0581,-121.8193
"39",1979-09-01,"D4L","EMP D4",13.23,NA,1.59904818721726,NA,1.77282,NA,38.0581,-121.8193
"40",1979-09-01,"D4R","EMP D4",0.0129929115987558,NA,0.00169372944876461,NA,0.00174105015423328,NA,38.0581,-121.8193
"41",1980-06-01,"D11","EMP D11",0.0238312878120451,NA,0.00199642833197968,NA,0.00204949075183588,NA,38.0422,121.7995
"42",1980-06-01,"D19C","EMP D19",NA,NA,NA,NA,NA,NA,38.0438,121.6148
"43",1980-06-01,"D28AL","EMP D28A",8.49986417878533,NA,1.00834585055806,NA,1.13898179995723,NA,37.9701,-121.5741
"44",1980-06-01,"D4C","EMP D4",5.96879409762323,NA,0.534344405920944,NA,0.57300423337183,NA,38.0581,-121.8193
"45",1980-06-01,"D4L","EMP D4",0.911305967762432,NA,0.0769827985234142,NA,0.0874853729051935,NA,38.0581,-121.8193
"46",1980-06-01,"D4R","EMP D4",0.0393651689632244,NA,0.00369010458996782,NA,0.00377905622046954,NA,38.0581,-121.8193
"47",1980-07-01,"D11","EMP D11",0.0785324265483511,NA,0.00815726358975361,NA,0.00840296964067357,NA,38.0422,121.7995
"48",1980-07-01,"D19C","EMP D19",NA,NA,NA,NA,NA,NA,38.0438,121.6148
"49",1980-07-01,"D28AL","EMP D28A",4.97482643588663,NA,0.601830931670899,NA,0.666626742408809,NA,37.9701,-121.5741
"50",1980-07-01,"D4C","EMP D4",NA,NA,NA,NA,NA,NA,38.0581,-121.8193
"51",1980-07-01,"D4L","EMP D4",0.547114163006475,NA,0.0538389927507713,NA,0.0585412154416928,NA,38.0581,-121.8193
"52",1980-07-01,"D4R","EMP D4",0.489655023358129,NA,0.0496757948843097,NA,0.0523930874993199,NA,38.0581,-121.8193
"53",1980-08-01,"D11","EMP D11",0.0527311807644832,NA,0.00617008946473611,NA,0.00632774169173799,NA,38.0422,121.7995
"54",1980-08-01,"D19C","EMP D19",12.2295104875659,NA,1.33370149573199,NA,1.46754125850791,NA,38.0438,121.6148
"55",1980-08-01,"D28AL","EMP D28A",0.366449598853431,NA,0.045043114301193,NA,0.0491042462463598,NA,37.9701,-121.5741
"56",1980-08-01,"D4C","EMP D4",0.223034246014269,NA,0.0231781081668154,NA,0.0238646643235267,NA,38.0581,-121.8193
"57",1980-08-01,"D4L","EMP D4",1.19161518299753,NA,0.117106472252105,NA,0.127502824580736,NA,38.0581,-121.8193
"58",1980-08-01,"D4R","EMP D4",0.0197818761810185,NA,0.0020653986538946,NA,0.00211666075136898,NA,38.0581,-121.8193
"59",1980-09-01,"D11","EMP D11",0.0226814059907538,NA,0.00214117425923265,NA,0.00217741497511237,NA,38.0422,121.7995
"60",1980-09-01,"D19C","EMP D19",17.7275699587236,NA,1.93847241595636,NA,2.12730839504683,NA,38.0438,121.6148
"61",1980-09-01,"D28AL","EMP D28A",0.212940895244658,NA,0.0261375994292368,NA,0.0285340799627842,NA,37.9701,-121.5741
"62",1980-09-01,"D4C","EMP D4",0.344063398800579,NA,0.031630491186167,NA,0.0330300862848556,NA,38.0581,-121.8193
"63",1980-09-01,"D4L","EMP D4",0.0831254735120399,NA,0.00760019613163621,NA,0.00798004545715583,NA,38.0581,-121.8193
"64",1980-09-01,"D4R","EMP D4",0.0258304455713107,NA,0.00239479236030823,NA,0.00247972277484582,NA,38.0581,-121.8193
"65",1980-10-01,"D11","EMP D11",0.00917629211562697,NA,0.00061595513160552,NA,0.000633164155978261,NA,38.0422,121.7995
"66",1980-10-01,"D19C","EMP D19",NA,NA,NA,NA,NA,NA,38.0438,121.6148
"67",1980-10-01,"D28AL","EMP D28A",3.61558757185771,NA,0.275202992750032,NA,0.310940531179763,NA,37.9701,-121.5741
"68",1980-10-01,"D4C","EMP D4",0.554918770306021,NA,0.0371810510832683,NA,0.0382893951511154,NA,38.0581,-121.8193
"69",1980-10-01,"D4L","EMP D4",0.328409074519151,NA,0.0208049638041274,NA,0.0226602261418214,NA,38.0581,-121.8193
"70",1980-10-01,"D4R","EMP D4",0.403287150035234,NA,0.0260992320857201,NA,0.0278268133524312,NA,38.0581,-121.8193
"71",1980-11-01,"D11","EMP D11",0.00646220642588698,NA,0.000436311265123773,NA,0.000445892243386201,NA,38.0422,121.7995
"72",1980-11-01,"D19C","EMP D19",NA,NA,NA,NA,NA,NA,38.0438,121.6148
"73",1980-11-01,"D28AL","EMP D28A",4.48613217005238,NA,0.224723589209338,NA,0.246737269352881,NA,37.9701,-121.5741
"74",1980-11-01,"D4C","EMP D4",0.282144099826697,NA,0.012069968290489,NA,0.0124143403923747,NA,38.0581,-121.8193
"75",1980-11-01,"D4L","EMP D4",0.276178133946842,NA,0.0111821212297469,NA,0.0121518378936611,NA,38.0581,-121.8193
"76",1980-11-01,"D4R","EMP D4",0.0807431266784537,NA,0.00342261643636035,NA,0.00355269757385196,NA,38.0581,-121.8193
"77",1980-12-01,"D11","EMP D11",0.00878429025769336,NA,0.000267302290831497,NA,0.000272312997988494,NA,38.0422,121.7995
"78",1980-12-01,"D19C","EMP D19",47.5831683052498,NA,1.18897387770895,NA,1.47507821746274,NA,38.0438,121.6148
"79",1980-12-01,"D28AL","EMP D28A",0.561428197120225,NA,0.0157434877256134,NA,0.017404274110727,NA,37.9701,-121.5741
"80",1980-12-01,"D4C","EMP D4",NA,NA,NA,NA,NA,NA,38.0581,-121.8193
"81",1980-12-01,"D4L","EMP D4",0.0663553300269825,NA,0.00198912531367808,NA,0.00205701523083646,NA,38.0581,-121.8193
"82",1980-12-01,"D4R","EMP D4",0.0707335756387295,NA,0.00211963669343801,NA,0.00219274084480061,NA,38.0581,-121.8193
"83",1981-01-01,"D11","EMP D11",0.0248369976734139,NA,0.00072843400559898,NA,0.000769946927875832,NA,38.0422,121.7995
"84",1981-01-01,"D19C","EMP D19",3.98379109076064,NA,0.11784523493973,NA,0.12349752381358,NA,38.0438,121.6148
"85",1981-01-01,"D28AL","EMP D28A",4.55858057701961,NA,0.129181305797479,NA,0.141315997887608,NA,37.9701,-121.5741
"86",1981-01-01,"D4C","EMP D4",0.0114677183787327,NA,0.000346802243302009,NA,0.000355499269740714,NA,38.0581,-121.8193
"87",1981-01-01,"D4L","EMP D4",0.236438085450708,NA,0.00685516366829362,NA,0.00732958064897196,NA,38.0581,-121.8193
"88",1981-01-01,"D4R","EMP D4",0.0612125605915519,NA,0.00184350808105547,NA,0.00189758937833811,NA,38.0581,-121.8193
"89",1981-01-01,"D7C","EMP D7",0.000907775520717727,NA,2.79849154169817e-05,NA,2.81410411422495e-05,NA,38.1171,-122.0395
"90",1981-02-01,"D11","EMP D11",0.0293309817716111,NA,0.00122149394839638,NA,0.00129056319795089,NA,38.0422,121.7995
"91",1981-02-01,"D19C","EMP D19",16.1926161917554,NA,0.573705391814722,NA,0.631512031478461,NA,38.0438,121.6148
"92",1981-02-01,"D28AL","EMP D28A",35.0982287235909,NA,1.30537596228714,NA,1.544322063838,NA,37.9701,-121.5741
"93",1981-02-01,"D4C","EMP D4",0.122270881923423,NA,0.00454373277845654,NA,0.0047685643950135,NA,38.0581,-121.8193
"94",1981-02-01,"D4L","EMP D4",0,NA,0,NA,0,NA,38.0581,-121.8193
"95",1981-02-01,"D4R","EMP D4",0.370886138307904,NA,0.0136620696017315,NA,0.0144645593940083,NA,38.0581,-121.8193
"96",1981-02-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"97",1981-03-01,"D11","EMP D11",0.063295640002404,NA,0.00290073847766036,NA,0.00310148636011779,NA,38.0422,121.7995
"98",1981-03-01,"D19C","EMP D19",11.5626061138107,NA,0.514705861287008,NA,0.566567699576722,NA,38.0438,121.6148
"99",1981-03-01,"D28AL","EMP D28A",20.3149778438978,NA,0.876979327983717,NA,0.995433914350992,NA,37.9701,-121.5741
"100",1981-03-01,"D4C","EMP D4",0.698811659950837,NA,0.0279475601542422,NA,0.0307477130378368,NA,38.0581,-121.8193
"101",1981-03-01,"D4L","EMP D4",0.123801773547496,NA,0.00514089588416059,NA,0.00544727803608985,NA,38.0581,-121.8193
"102",1981-03-01,"D4R","EMP D4",5.42909891146998,NA,0.226625790041709,NA,0.238880352104679,NA,38.0581,-121.8193
"103",1981-03-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"104",1981-04-01,"D11","EMP D11",0.0681393307488538,NA,0.00447571607758926,NA,0.00470161382167091,NA,38.0422,121.7995
"105",1981-04-01,"D19C","EMP D19",7.53562437573283,NA,0.650143534840334,NA,0.723419940070351,NA,38.0438,121.6148
"106",1981-04-01,"D28AL","EMP D28A",0.228985298133831,NA,0.0210511129042878,NA,0.0219825886208478,NA,37.9701,-121.5741
"107",1981-04-01,"D4C","EMP D4",0.463451304852596,NA,0.0257906062540882,NA,0.0282705295960084,NA,38.0581,-121.8193
"108",1981-04-01,"D4L","EMP D4",2.49548311162102,NA,0.125061805674827,NA,0.152224469808882,NA,38.0581,-121.8193
"109",1981-04-01,"D4R","EMP D4",0.135641881280015,NA,0.00770418319494147,NA,0.00827415475808093,NA,38.0581,-121.8193
"110",1981-04-01,"D7C","EMP D7",0.0192748368735079,NA,0.00145946016160732,NA,0.00148416243926011,NA,38.1171,-122.0395
"111",1981-05-01,"D11","EMP D11",0.635546603562633,NA,0.0545499567825427,NA,0.0610124739420128,NA,38.0422,121.7995
"112",1981-05-01,"D19C","EMP D19",52.6794910948573,NA,4.29081431396582,NA,5.05723114510631,NA,38.0438,121.6148
"113",1981-05-01,"D28AL","EMP D28A",2.55418637355947,NA,0.255608364535952,NA,0.273297941970864,NA,37.9701,-121.5741
"114",1981-05-01,"D4C","EMP D4",4.55387330041029,NA,0.394124948773543,NA,0.437171836839388,NA,38.0581,-121.8193
"115",1981-05-01,"D4L","EMP D4",4.46574224855939,NA,0.324817755415693,NA,0.428711255861702,NA,38.0581,-121.8193
"116",1981-05-01,"D4R","EMP D4",0.57753258810134,NA,0.0485402585708005,NA,0.0554431284577287,NA,38.0581,-121.8193
"117",1981-05-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"118",1981-06-01,"D11","EMP D11",0.0757267442855101,NA,0.00881132756598475,NA,0.00908720931426121,NA,38.0422,121.7995
"119",1981-06-01,"D19C","EMP D19",40.2495687156695,NA,5.73679616647091,NA,6.7216779755168,NA,38.0438,121.6148
"120",1981-06-01,"D28AL","EMP D28A",31.5020880381589,NA,5.8815797283644,NA,6.58393639997522,NA,37.9701,-121.5741
"121",1981-06-01,"D4C","EMP D4",1.10962185570071,NA,0.124170858799894,NA,0.133154622684086,NA,38.0581,-121.8193
"122",1981-06-01,"D4L","EMP D4",17.1779717997809,NA,1.53343006686675,NA,2.0613566159737,NA,38.0581,-121.8193
"123",1981-06-01,"D4R","EMP D4",1.35611792926232,NA,0.140563846517581,NA,0.162734151511478,NA,38.0581,-121.8193
"124",1981-06-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"125",1981-07-01,"D11","EMP D11",0.0764236926195986,NA,0.0098112002460868,NA,0.0102407748110262,NA,38.0422,121.7995
"126",1981-07-01,"D19C","EMP D19",36.1114403132156,NA,4.20221785692087,NA,4.83893300197088,NA,38.0438,121.6148
"127",1981-07-01,"D28AL","EMP D28A",1.41241145227073,NA,0.18347988496536,NA,0.210449306388339,NA,37.9701,-121.5741
"128",1981-07-01,"D4C","EMP D4",0.425142484585445,NA,0.0491491197983243,NA,0.0510170981502533,NA,38.0581,-121.8193
"129",1981-07-01,"D4L","EMP D4",0.71998713020863,NA,0.0813105621486652,NA,0.0863984556250356,NA,38.0581,-121.8193
"130",1981-07-01,"D4R","EMP D4",1.48230439123965,NA,0.152547271762391,NA,0.177876526948759,NA,38.0581,-121.8193
"131",1981-07-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"132",1981-08-01,"D11","EMP D11",0.032861235205921,NA,0.00377625538698282,NA,0.00394334822471052,NA,38.0422,121.7995
"133",1981-08-01,"D19C","EMP D19",39.3641254007903,NA,5.06351126935417,NA,5.86525468471775,NA,38.0438,121.6148
"134",1981-08-01,"D28AL","EMP D28A",4.90818703194611,NA,0.66015876181642,NA,0.731319867759971,NA,37.9701,-121.5741
"135",1981-08-01,"D4C","EMP D4",0.151098873322234,NA,0.0155979251595575,NA,0.016167579445479,NA,38.0581,-121.8193
"136",1981-08-01,"D4L","EMP D4",2.33676666061696,NA,0.224857964516664,NA,0.250034032686015,NA,38.0581,-121.8193
"137",1981-08-01,"D4R","EMP D4",0.356306907854985,NA,0.0363059966016067,NA,0.0381248391404834,NA,38.0581,-121.8193
"138",1981-08-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"139",1981-09-01,"D11","EMP D11",0.0294185750491245,NA,0.00338243294241251,NA,0.00353022900589494,NA,38.0422,121.7995
"140",1981-09-01,"D19C","EMP D19",36.1895351943708,NA,3.40752532313044,NA,3.87228026579768,NA,38.0438,121.6148
"141",1981-09-01,"D28AL","EMP D28A",28.015296870996,NA,4.09122619523314,NA,4.67855457745633,NA,37.9701,-121.5741
"142",1981-09-01,"D4C","EMP D4",2.36918203123432,NA,0.231513420534567,NA,0.253502477342072,NA,38.0581,-121.8193
"143",1981-09-01,"D4L","EMP D4",0.731828842819516,NA,0.0732579750703639,NA,0.0783056861816882,NA,38.0581,-121.8193
"144",1981-09-01,"D4R","EMP D4",0.99568522592537,NA,0.100448081528079,NA,0.106538319174015,NA,38.0581,-121.8193
"145",1981-09-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"146",1981-10-01,"D11","EMP D11",0.065271636466133,NA,0.00540574225893592,NA,0.00561336073608744,NA,38.0422,121.7995
"147",1981-10-01,"D19C","EMP D19",16.2434435072492,NA,1.42623164835767,NA,1.55937057669592,NA,38.0438,121.6148
"148",1981-10-01,"D28AL","EMP D28A",5.26914535504024,NA,0.406770880171381,NA,0.453146500533461,NA,37.9701,-121.5741
"149",1981-10-01,"D4C","EMP D4",1.07759595364279,NA,0.0982944503799548,NA,0.103449211549708,NA,38.0581,-121.8193
"150",1981-10-01,"D4L","EMP D4",0.0653064316738632,NA,0.00608868197704682,NA,0.00626941744069087,NA,38.0581,-121.8193
"151",1981-10-01,"D4R","EMP D4",10.9855819095821,NA,0.9259534195481,NA,1.05461586331988,NA,38.0581,-121.8193
"152",1981-10-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"153",1981-11-01,"D11","EMP D11",0.0267157931354467,NA,0.00140420912338535,NA,0.00146936862244957,NA,38.0422,121.7995
"154",1981-11-01,"D19C","EMP D19",11.8106477435956,NA,0.591630172990866,NA,0.64958562589776,NA,38.0438,121.6148
"155",1981-11-01,"D28AL","EMP D28A",65.8046550993127,NA,3.38126849422309,NA,4.01408396105807,NA,37.9701,-121.5741
"156",1981-11-01,"D4C","EMP D4",0.0308245812450357,NA,0.00166847275246679,NA,0.00169535196847696,NA,38.0581,-121.8193
"157",1981-11-01,"D4L","EMP D4",0.514402540311578,NA,0.0267820548763539,NA,0.0282921397171368,NA,38.0581,-121.8193
"158",1981-11-01,"D4R","EMP D4",0.889711830997131,NA,0.0452917928224708,NA,0.0489341507048422,NA,38.0581,-121.8193
"159",1981-11-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"160",1981-12-01,"D11","EMP D11",0.0850025935585023,NA,0.00311061690639233,NA,0.00331510114878159,NA,38.0422,121.7995
"161",1981-12-01,"D19C","EMP D19",12.057130770021,NA,0.430259403046093,NA,0.470228100030819,NA,38.0438,121.6148
"162",1981-12-01,"D28AL","EMP D28A",4.19766728024756,NA,0.129487174609258,NA,0.146918354808665,NA,37.9701,-121.5741
"163",1981-12-01,"D4C","EMP D4",38.1937380840833,NA,1.09669866958927,NA,1.48955578527925,NA,38.0581,-121.8193
"164",1981-12-01,"D4L","EMP D4",0.00349547152141749,NA,0.000134779560806578,NA,0.000136323389335282,NA,38.0581,-121.8193
"165",1981-12-01,"D4R","EMP D4",0.352824620603789,NA,0.0130702696270147,NA,0.0137601602035478,NA,38.0581,-121.8193
"166",1981-12-01,"D7C","EMP D7",0.00763452230334869,NA,0.000294374466136713,NA,0.000297746369830599,NA,38.1171,-122.0395
"167",1982-01-01,"D11","EMP D11",0.0584675595177901,NA,0.00173388556470644,NA,0.00181249434505149,NA,38.0422,121.7995
"168",1982-01-01,"D19C","EMP D19",18.1833913385364,NA,0.514040629600036,NA,0.563685131494628,NA,38.0438,121.6148
"169",1982-01-01,"D28AL","EMP D28A",4.38769132180159,NA,0.127700406240344,NA,0.136018430975849,NA,37.9701,-121.5741
"170",1982-01-01,"D4C","EMP D4",1.6548400084477,NA,0.048013632996628,NA,0.0513000402618786,NA,38.0581,-121.8193
"171",1982-01-01,"D4L","EMP D4",0.154227009048855,NA,0.00451578664206802,NA,0.00478103728051451,NA,38.0581,-121.8193
"172",1982-01-01,"D4R","EMP D4",0.0750088706552005,NA,0.00224787161867167,NA,0.00232527499031122,NA,38.0581,-121.8193
"173",1982-01-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"174",1982-02-01,"D11","EMP D11",0.0844556974348863,NA,0.00307309560774616,NA,0.00329377219996057,NA,38.0422,121.7995
"175",1982-02-01,"D19C","EMP D19",0.0465339501075234,NA,0.00199448308691135,NA,0.00204749380473103,NA,38.0438,121.6148
"176",1982-02-01,"D28AL","EMP D28A",8.64178471847811,NA,0.325981580747574,NA,0.380238527613037,NA,37.9701,-121.5741
"177",1982-02-01,"D4C","EMP D4",10.3896295922389,NA,0.41572739089449,NA,0.457143702058512,NA,38.0581,-121.8193
"178",1982-02-01,"D4L","EMP D4",0.440940653617289,NA,0.0180469689304633,NA,0.0194013887591607,NA,38.0581,-121.8193
"179",1982-02-01,"D4R","EMP D4",0.517251621568343,NA,0.021728108025494,NA,0.0227590713490071,NA,38.0581,-121.8193
"180",1982-02-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"181",1982-03-01,"D11","EMP D11",0.0591807325730275,NA,0.00248477340451018,NA,0.00260395223321321,NA,38.0422,121.7995
"182",1982-03-01,"D19C","EMP D19",7.40727588862394,NA,0.268021031344899,NA,0.288883759656334,NA,38.0438,121.6148
"183",1982-03-01,"D28AL","EMP D28A",0.68689956672928,NA,0.0282673189478943,NA,0.0302235809360883,NA,37.9701,-121.5741
"184",1982-03-01,"D4C","EMP D4",0.579688128164759,NA,0.0217057843021884,NA,0.0226078369984256,NA,38.0581,-121.8193
"185",1982-03-01,"D4L","EMP D4",0.809561812902168,NA,0.0280033212070072,NA,0.0315729107031845,NA,38.0581,-121.8193
"186",1982-03-01,"D4R","EMP D4",1.0501017974513,NA,0.0385291976191766,NA,0.0409539701006007,NA,38.0581,-121.8193
"187",1982-03-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"188",1982-04-01,"D11","EMP D11",0.139629684672585,NA,0.00584612488867571,NA,0.00614370612559374,NA,38.0422,121.7995
"189",1982-04-01,"D19C","EMP D19",0.537034981022478,NA,0.0182158231887877,NA,0.0209443642598766,NA,38.0438,121.6148
"190",1982-04-01,"D28AL","EMP D28A",21.8354744261394,NA,1.00646274611674,NA,1.20095109343767,NA,37.9701,-121.5741
"191",1982-04-01,"D4C","EMP D4",0.149599679015524,NA,0.00551522462149024,NA,0.00583438748160542,NA,38.0581,-121.8193
"192",1982-04-01,"D4L","EMP D4",5.04227696213311,NA,0.160423257960457,NA,0.196648801523191,NA,38.0581,-121.8193
"193",1982-04-01,"D4R","EMP D4",0.524098535305106,NA,0.0189430433569253,NA,0.0204398428768992,NA,38.0581,-121.8193
"194",1982-04-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"195",1982-05-01,"D11","EMP D11",0.184407383360019,NA,0.0149409077820339,NA,0.0158590349689616,NA,38.0422,121.7995
"196",1982-05-01,"D19C","EMP D19",9.23151754388836,NA,0.429949510069136,NA,0.50773346491386,NA,38.0438,121.6148
"197",1982-05-01,"D28AL","EMP D28A",10.8948291899264,NA,0.685386501851482,NA,1.04590360223294,NA,37.9701,-121.5741
"198",1982-05-01,"D4C","EMP D4",0.344987435040953,NA,0.029797852236232,NA,0.0331187937639315,NA,38.0581,-121.8193
"199",1982-05-01,"D4L","EMP D4",0.414361219023563,NA,0.036267215579144,NA,0.039778677026262,NA,38.0581,-121.8193
"200",1982-05-01,"D4R","EMP D4",0.557349603857714,NA,0.0502946664928691,NA,0.0535055619703406,NA,38.0581,-121.8193
"201",1982-05-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"202",1982-06-01,"D11","EMP D11",0.0863395683245697,NA,0.00810275272678549,NA,0.00828859855915869,NA,38.0422,121.7995
"203",1982-06-01,"D19C","EMP D19",17.0214833362081,NA,1.75840635936257,NA,2.04257800034497,NA,38.0438,121.6148
"204",1982-06-01,"D28AL","EMP D28A",5.51697292095342,NA,0.62012751377331,NA,0.739274371407759,NA,37.9701,-121.5741
"205",1982-06-01,"D4C","EMP D4",0.298485838571223,NA,0.0244997214599929,NA,0.0256697821171252,NA,38.0581,-121.8193
"206",1982-06-01,"D4L","EMP D4",0.23171146206771,NA,0.0188936907248784,NA,0.0199271857378231,NA,38.0581,-121.8193
"207",1982-06-01,"D4R","EMP D4",0.243334435386579,NA,0.0198253297067587,NA,0.0209267614432458,NA,38.0581,-121.8193
"208",1982-06-01,"D7C","EMP D7",0.041315102098399,NA,0.00348081963327081,NA,0.00355309878046232,NA,38.1171,-122.0395
"209",1982-07-01,"D11","EMP D11",0.0192459954660779,NA,0.00251650507327346,NA,0.00257896339245444,NA,38.0422,121.7995
"210",1982-07-01,"D19C","EMP D19",17.8326910832202,NA,2.01773153375329,NA,2.38958060515151,NA,38.0438,121.6148
"211",1982-07-01,"D28AL","EMP D28A",7.47236305582769,NA,0.933941304274768,NA,1.11338209531833,NA,37.9701,-121.5741
"212",1982-07-01,"D4C","EMP D4",16.5392460525649,NA,1.55275786432563,NA,1.76969932762445,NA,38.0581,-121.8193
"213",1982-07-01,"D4L","EMP D4",0.282060228528651,NA,0.0288997725779033,NA,0.0301804444525656,NA,38.0581,-121.8193
"214",1982-07-01,"D4R","EMP D4",3.3024044878682,NA,0.325182094224088,NA,0.353357280201897,NA,38.0581,-121.8193
"215",1982-07-01,"D7C","EMP D7",0,NA,0,NA,0,NA,38.1171,-122.0395
"216",1982-08-01,"D11","EMP D11",0.00126771931052404,NA,0.000185111712664938,NA,0.000188890177268083,NA,38.0422,121.7995
